uniqueId,name,naSales,euSales,jpSales,otherSales,globalSales
3501,Monopoly Streets,0.16,0.09,0.0,0.02,0.28
3502,Monster 4x4: Masters of Metal,0.14,0.11,0.0,0.04,0.28
3503,Monster 4X4: World Circuit,0.8,0.0,0.01,0.07,0.88
3504,Monster House,0.06,0.02,0.0,0.0,0.09
3505,Monster Hunter,0.11,0.08,0.28,0.03,0.5
3506,Monster Hunter 4 Ultimate,0.68,0.48,2.62,0.11,3.89
3507,Monster Hunter Freedom,0.24,0.03,1.03,0.04,1.34
3508,Monster Hunter Freedom 2,0.37,0.27,1.75,0.18,2.57
3509,Monster Hunter Freedom Unite,0.47,0.55,4.13,0.34,5.48
3510,Monster Hunter Tri,0.65,0.4,1.05,0.11,2.22
3511,Monster Jam,0.18,0.0,0.0,0.02,0.2
3512,Monster Jam: Maximum Destruction,0.32,0.25,0.0,0.08,0.65
3513,Monster Kingdom: Jewel Summoner,0.0,0.0,0.04,0.0,0.04
3514,Monster Lab,0.27,0.02,0.0,0.02,0.31
3515,Monster Madness: Battle for Suburbia,0.1,0.0,0.0,0.01,0.11
3516,Monster Racers,0.05,0.0,0.02,0.0,0.07
3517,Monster Rancher,0.12,0.08,0.74,0.07,1.01
3518,Monster Rancher 3,0.11,0.09,0.14,0.03,0.36
3519,Monster Rancher 4,0.08,0.06,0.19,0.02,0.34
3520,Monster Rancher Advance 2,0.01,0.0,0.0,0.0,0.01
3521,Monster Rancher EVO,0.02,0.02,0.05,0.01,0.1
3522,"Monsters, Inc.",0.15,0.12,0.0,0.04,0.32
3523,"Monsters, Inc. Scream Arena",0.29,0.07,0.0,0.01,0.37
3524,"Monsters, Inc. Scream Team",0.31,0.21,0.0,0.04,0.56
3525,Monsters vs. Aliens,0.21,0.05,0.0,0.04,0.3
3526,Monsters vs. Aliens,0.12,0.03,0.0,0.01,0.17
3527,Monsters vs. Aliens,0.01,0.01,0.0,0.0,0.03
3528,Monster Tale,0.06,0.0,0.0,0.0,0.06
3529,Moon,0.04,0.0,0.0,0.0,0.05
3530,MorphX,0.05,0.0,0.0,0.0,0.05
3531,Mortal Kombat,1.98,0.53,0.0,0.34,2.84
3532,Mortal Kombat,1.63,0.31,0.0,0.16,2.1
3533,Mortal Kombat,0.42,0.13,0.0,0.1,0.65
3534,Mortal Kombat: Armageddon,0.88,0.04,0.0,0.14,1.06
3535,Mortal Kombat: Armageddon,0.19,0.02,0.0,0.02,0.23
3536,Mortal Kombat: Deadly Alliance,1.81,0.52,0.0,0.15,2.49
3537,Mortal Kombat: Deadly Alliance,0.77,0.15,0.0,0.04,0.96
3538,Mortal Kombat: Deadly Alliance,0.31,0.08,0.0,0.01,0.41
3539,Mortal Kombat: Deadly Alliance,0.01,0.0,0.0,0.0,0.01
3540,Mortal Kombat: Deception,0.92,0.72,0.0,0.24,1.88
3541,Mortal Kombat: Deception,0.61,0.12,0.0,0.03,0.76
3542,Mortal Kombat: Deception,0.09,0.02,0.0,0.0,0.11
3543,Mortal Kombat: Shaolin Monks,0.58,0.02,0.0,0.09,0.69
3544,Mortal Kombat: Shaolin Monks,0.23,0.07,0.0,0.01,0.31
3545,Mortal Kombat: Special Forces,0.12,0.08,0.0,0.01,0.21
3546,Mortal Kombat: Tournament Edition,0.01,0.0,0.0,0.0,0.01
3547,Mortal Kombat: Unchained,0.67,0.01,0.0,0.06,0.74
3548,Mortal Kombat vs. DC Universe,1.48,0.28,0.0,0.23,2.0
3549,Mortal Kombat vs. DC Universe,1.53,0.23,0.0,0.16,1.93
3550,Mortal Kombat X,1.5,0.8,0.0,0.48,2.78
3551,Mortal Kombat X,1.03,0.21,0.0,0.14,1.38
3552,Mortal Kombat X,0.01,0.04,0.0,0.0,0.05
3553,MotionSports,0.38,0.25,0.0,0.06,0.69
3554,MotionSports: Adrenaline,0.14,0.1,0.0,0.03,0.27
3555,Motocross Mania,0.44,0.3,0.0,0.05,0.79
3556,Motocross Mania 3,0.01,0.0,0.0,0.0,0.02
3557,MotoGP,0.06,0.05,0.14,0.02,0.27
3558,MotoGP,0.07,0.02,0.0,0.0,0.09
3559,MotoGP,0.03,0.0,0.0,0.0,0.03
3560,MotoGP,0.05,0.11,0.0,0.02,0.18
3561,MotoGP '06,0.11,0.01,0.0,0.01,0.14
3562,MotoGP '07,0.23,0.0,0.0,0.02,0.25
3563,MotoGP '07,0.05,0.04,0.0,0.01,0.1
3564,MotoGP 08,0.07,0.24,0.0,0.08,0.39
3565,MotoGP 08,0.11,0.2,0.0,0.04,0.35
3566,MotoGP 09/10,0.05,0.13,0.0,0.04,0.22
3567,MotoGP 09/10,0.07,0.09,0.0,0.02,0.17
3568,MotoGP 10/11,0.04,0.1,0.0,0.03,0.17
3569,MotoGP 14 ,0.04,0.11,0.0,0.03,0.18
3570,MotoGP 2,0.07,0.02,0.0,0.0,0.1
3571,MotorStorm,1.53,1.6,0.06,0.67,3.87
3572,MotorStorm: Apocalypse,0.21,0.19,0.0,0.08,0.48
3573,MotorStorm: Arctic Edge,0.16,0.57,0.0,0.29,1.02
3574,MotorStorm: Arctic Edge,0.07,0.03,0.0,0.25,0.34
3575,MotorStorm: Pacific Rift,0.43,0.65,0.02,0.25,1.35
3576,MotorStorm RC,0.0,0.04,0.0,0.01,0.06
3577,Mr. Driller: Drill Spirits,0.08,0.0,0.05,0.01,0.14
3578,Ms Saga: A New Dawn,0.02,0.02,0.0,0.01,0.05
3579,MTV Music Generator 2,0.08,0.06,0.0,0.02,0.15
3580,MTV Music Generator 3: This Is the Remix,0.07,0.05,0.0,0.02,0.14
3581,MTV Music Generator 3: This Is the Remix,0.06,0.02,0.0,0.0,0.08
3582,MTX Mototrax,0.13,0.1,0.0,0.03,0.26
3583,Mugen Souls,0.04,0.02,0.08,0.01,0.15
3584,Mugen Souls Z,0.02,0.01,0.04,0.01,0.07
3585,Muppets Party Cruise,0.03,0.02,0.0,0.01,0.06
3586,Murakumo: Renegade Mech Pursuit,0.04,0.01,0.06,0.0,0.11
3587,Muramasa: The Demon Blade,0.32,0.12,0.11,0.04,0.6
3588,Murdered: Soul Suspect,0.09,0.16,0.02,0.05,0.32
3589,Murdered: Soul Suspect,0.08,0.07,0.0,0.01,0.16
3590,Murdered: Soul Suspect,0.0,0.05,0.0,0.0,0.05
3591,Musashi: Samurai Legend,0.07,0.06,0.0,0.02,0.15
3592,Mushroom Men: Rise of the Fungi,0.1,0.0,0.0,0.01,0.11
3593,Mushroom Men: The Spore Wars,0.16,0.01,0.0,0.01,0.18
3594,MVP 06 NCAA Baseball,0.62,0.02,0.0,0.1,0.75
3595,MVP 06 NCAA Baseball,0.25,0.07,0.0,0.01,0.34
3596,MVP Baseball,0.2,0.0,0.0,0.02,0.21
3597,MVP Baseball 2003,0.51,0.4,0.0,0.13,1.04
3598,MVP Baseball 2003,0.15,0.04,0.0,0.01,0.2
3599,MVP Baseball 2004,1.1,0.06,0.0,0.18,1.34
3600,MVP Baseball 2004,0.44,0.13,0.0,0.02,0.59
3601,MVP Baseball 2004,0.2,0.05,0.0,0.01,0.26
3602,MVP Baseball 2005,1.26,0.07,0.0,0.21,1.54
3603,MVP Baseball 2005,0.25,0.07,0.0,0.01,0.33
3604,MX 2002 Featuring Ricky Carmichael,0.27,0.21,0.0,0.07,0.56
3605,MXRider,0.16,0.13,0.0,0.04,0.34
3606,MX Unleashed,0.94,0.73,0.0,0.25,1.92
3607,MX Unleashed,0.34,0.08,0.0,0.02,0.44
3608,MX vs. ATV: Alive,0.37,0.13,0.0,0.04,0.55
3609,MX vs. ATV: Alive,0.24,0.15,0.0,0.07,0.46
3610,MX vs. ATV Reflex,0.52,0.25,0.0,0.12,0.9
3611,MX vs. ATV Reflex,0.52,0.14,0.0,0.06,0.72
3612,MX vs. ATV Supercross,0.03,0.02,0.0,0.01,0.06
3613,MX vs. ATV Supercross,0.02,0.01,0.0,0.0,0.03
3614,MX vs. ATV Supercross Encore,0.0,0.05,0.0,0.01,0.06
3615,MX vs. ATV Unleashed,0.86,0.03,0.0,0.14,1.03
3616,MX vs. ATV Unleashed,0.32,0.07,0.0,0.01,0.4
3617,MX vs. ATV Unleashed: On the Edge,0.64,0.0,0.0,0.05,0.69
3618,MX vs. ATV Untamed,0.55,0.08,0.0,0.06,0.68
3619,MX vs. ATV Untamed,0.35,0.06,0.0,0.05,0.46
3620,MX vs. ATV Untamed,0.32,0.01,0.0,0.05,0.38
3621,MX vs. ATV Untamed,0.28,0.02,0.0,0.02,0.33
3622,My Japanese Coach,0.24,0.0,0.0,0.02,0.27
3623,MySims,1.58,1.59,0.08,0.41,3.66
3624,MySims,0.9,0.54,0.04,0.17,1.65
3625,MySims,0.0,0.02,0.0,0.0,0.03
3626,MySims Agents,0.61,0.32,0.0,0.1,1.03
3627,MySims Kingdom,0.7,0.64,0.01,0.16,1.51
3628,MySims Racing,0.25,0.29,0.0,0.07,0.61
3629,MySims Racing,0.19,0.23,0.0,0.05,0.47
3630,MySims SkyHeroes,0.16,0.1,0.0,0.03,0.29
3631,MySims SkyHeroes,0.09,0.0,0.0,0.01,0.1
3632,Myst,0.0,0.01,0.0,0.0,0.01
3633,Myst,0.09,0.0,0.0,0.01,0.1
3634,Mystery Case Files: The Malgrave Incident,0.17,0.13,0.0,0.03,0.32
3635,Mystery Dungeon: Shiren the Wanderer,0.17,0.0,0.33,0.02,0.52
3636,Mystic Heroes,0.03,0.01,0.04,0.0,0.09
3637,Mystic Heroes,0.03,0.02,0.0,0.01,0.06
3638,Myst III: Exile,0.14,0.11,0.0,0.04,0.28
3639,My Street,0.12,0.09,0.0,0.03,0.24
3640,Mytran Wars,0.08,0.02,0.0,0.02,0.12
3641,My Weight Loss Coach,0.3,0.54,0.0,0.11,0.95
3642,My Word Coach,0.37,0.89,0.0,0.18,1.44
3643,N+,0.06,0.0,0.0,0.0,0.07
3644,N+,0.03,0.0,0.0,0.0,0.03
3645,Nacho Libre,0.03,0.0,0.0,0.0,0.03
3646,nail'd,0.08,0.02,0.0,0.02,0.12
3647,nail'd,0.08,0.02,0.0,0.01,0.1
3648,Namco Museum,3.0,1.11,0.05,0.07,4.24
3649,Namco Museum,1.73,0.07,0.0,0.02,1.82
3650,Namco Museum Battle Collection,0.75,0.18,0.0,0.16,1.08
3651,Namco Museum DS,1.13,0.01,0.06,0.09,1.29
3652,Namco Museum Remix,0.68,0.0,0.0,0.05,0.74
3653,Nancy Drew: The Mystery of the Clue Bender Society,0.24,0.0,0.0,0.02,0.26
3654,Nano Assault,0.08,0.0,0.0,0.01,0.08
3655,NanoBreaker,0.03,0.02,0.0,0.01,0.06
3656,Nanostray,0.05,0.0,0.0,0.0,0.06
3657,Nanostray 2,0.03,0.01,0.0,0.0,0.05
3658,Napoleon: Total War,0.02,0.53,0.0,0.12,0.66
3659,Napoleon Dynamite: The Game,0.03,0.0,0.0,0.0,0.04
3660,Napoleon Dynamite: The Game,0.02,0.0,0.0,0.0,0.03
3661,NARC,0.18,0.14,0.0,0.05,0.36
3662,NARC,0.14,0.04,0.0,0.01,0.18
3663,Naruto: Clash of Ninja,0.53,0.14,0.0,0.02,0.68
3664,Naruto: Clash of Ninja 2,0.44,0.12,0.45,0.03,1.04
3665,Naruto: Clash of Ninja Revolution,0.44,0.46,0.0,0.11,1.01
3666,Naruto: Clash of Ninja Revolution 2,0.34,0.02,0.0,0.03,0.38
3667,Naruto: Ninja Council,0.16,0.06,0.0,0.0,0.22
3668,Naruto: Ninja Council 3,0.39,0.0,0.0,0.03,0.42
3669,Naruto: Ninja Destiny,0.02,0.01,0.16,0.0,0.19
3670,Naruto: Path of the Ninja,0.37,0.0,0.0,0.03,0.4
3671,Naruto: Path of the Ninja 2,0.22,0.0,0.0,0.02,0.23
3672,Naruto: Powerful Shippuden,0.08,0.02,0.04,0.01,0.15
3673,Naruto: Rise of a Ninja,0.29,0.01,0.0,0.03,0.33
3674,Naruto: The Broken Bond,0.24,0.28,0.0,0.06,0.59
3675,Naruto: Ultimate Ninja,0.5,0.02,0.0,0.08,0.61
3676,Naruto: Ultimate Ninja 2,0.47,0.02,0.0,0.08,0.57
3677,Naruto: Ultimate Ninja 3,0.36,0.01,0.0,0.06,0.44
3678,Naruto: Ultimate Ninja Heroes,0.26,0.0,0.0,0.0,0.26
3679,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,0.14,0.0,0.0,0.01,0.16
3680,Naruto: Ultimate Ninja Storm,0.49,0.34,0.09,0.15,1.07
3681,Naruto: Uzumaki Chronicles 2,0.28,0.22,0.0,0.07,0.58
3682,Naruto Shippuden: Clash of Ninja Revolution 3,0.44,0.03,0.0,0.04,0.51
3683,Naruto Shippuden: Dragon Blade Chronicles,0.11,0.01,0.05,0.01,0.18
3684,Naruto Shippuden: Kizuna Drive,0.04,0.02,0.05,0.01,0.13
3685,Naruto Shippuden: Legends: Akatsuki Rising,0.14,0.0,0.0,0.01,0.15
3686,Naruto Shippuden: Ninja Destiny 2,0.19,0.02,0.13,0.02,0.37
3687,Naruto Shippuden: Ultimate Ninja Heroes 3,0.13,0.04,0.19,0.03,0.38
3688,Naruto Shippuden: Ultimate Ninja Impact,0.09,0.07,0.15,0.04,0.34
3689,Naruto Shippuden: Ultimate Ninja Storm 2,0.42,0.46,0.15,0.18,1.21
3690,Naruto Shippuden: Ultimate Ninja Storm 2,0.43,0.27,0.01,0.07,0.78
3691,Naruto Shippuden: Ultimate Ninja Storm 3,0.32,0.32,0.15,0.15,0.93
3692,Naruto Shippuden: Ultimate Ninja Storm 3,0.29,0.16,0.01,0.05,0.51
3693,Naruto Shippuden: Ultimate Ninja Storm 4,0.41,0.45,0.11,0.17,1.14
3694,Naruto Shippuden: Ultimate Ninja Storm 4,0.21,0.07,0.0,0.03,0.3
3695,Naruto Shippuden: Ultimate Ninja Storm Generations,0.27,0.24,0.14,0.08,0.73
3696,Naruto Shippuden: Ultimate Ninja Storm Generations,0.26,0.14,0.01,0.04,0.44
3697,Naruto Shippuden: Ultimate Ninja Storm Revolution,0.15,0.14,0.09,0.06,0.43
3698,Naruto Shippuden: Ultimate Ninja Storm Revolution,0.14,0.06,0.0,0.02,0.22
3699,NASCAR,0.09,0.0,0.0,0.01,0.1
3700,NASCAR: Dirt to Daytona,0.07,0.02,0.0,0.0,0.09
3701,NASCAR '14,0.15,0.0,0.0,0.02,0.17
3702,NASCAR '14,0.09,0.0,0.0,0.02,0.11
3703,NASCAR 06: Total Team Control,0.53,0.02,0.0,0.09,0.63
3704,NASCAR 06: Total Team Control,0.2,0.06,0.0,0.01,0.27
3705,NASCAR 07,0.06,0.04,0.0,0.01,0.11
3706,NASCAR 07,0.03,0.01,0.0,0.0,0.04
3707,NASCAR 08,0.26,0.0,0.0,0.02,0.29
3708,NASCAR 08,0.12,0.09,0.0,0.03,0.24
3709,NASCAR 08,0.15,0.05,0.0,0.03,0.23
3710,NASCAR 09,0.23,0.0,0.0,0.02,0.25
3711,NASCAR 09,0.22,0.01,0.0,0.02,0.25
3712,NASCAR 2001,0.45,0.31,0.0,0.05,0.81
3713,NASCAR 2001,0.34,0.27,0.0,0.09,0.7
3714,NASCAR 2005: Chase for the Cup,0.69,0.54,0.0,0.18,1.41
3715,NASCAR 2011: The Game,0.29,0.0,0.0,0.02,0.3
3716,NASCAR 2011: The Game,0.25,0.0,0.0,0.02,0.27
3717,NASCAR 2011: The Game,0.21,0.0,0.0,0.01,0.22
3718,NASCAR Heat Evolution,0.04,0.0,0.0,0.01,0.05
3719,NASCAR Kart Racing,0.39,0.0,0.0,0.03,0.42
3720,NASCAR The Game: Inside Line,0.09,0.0,0.0,0.01,0.1
3721,NASCAR The Game: Inside Line,0.07,0.0,0.0,0.01,0.08
3722,NASCAR Thunder 2002,0.57,0.44,0.0,0.15,1.16
3723,NASCAR Thunder 2002,0.23,0.16,0.0,0.03,0.42
3724,NASCAR Thunder 2003,0.24,0.06,0.0,0.01,0.31
3725,NASCAR Thunder 2004,0.53,0.41,0.0,0.14,1.08
3726,NASCAR Thunder 2004,0.18,0.05,0.0,0.01,0.23
3727,Natural Doctrine,0.05,0.02,0.02,0.01,0.1
3728,Natural Doctrine,0.02,0.01,0.03,0.01,0.07
3729,Naughty Bear,0.18,0.18,0.0,0.07,0.43
3730,Naughty Bear,0.21,0.15,0.0,0.04,0.4
3731,Naval Assault: The Killing Tide,0.08,0.07,0.0,0.02,0.17
3732,Naval Ops: Warship Gunner,0.05,0.04,0.0,0.01,0.11
3733,NBA,0.2,0.0,0.0,0.02,0.21
3734,NBA 06,0.26,0.2,0.0,0.07,0.53
3735,NBA 06,0.2,0.0,0.0,0.02,0.22
3736,NBA 07,0.24,0.0,0.01,0.02,0.27
3737,NBA 07,0.18,0.0,0.0,0.02,0.2
3738,NBA 07,0.01,0.01,0.0,0.0,0.02
3739,NBA 08,0.12,0.0,0.0,0.01,0.13
3740,NBA 08,0.03,0.0,0.0,0.0,0.03
3741,NBA 09: The Inside,0.16,0.0,0.0,0.01,0.17
3742,NBA 09: The Inside,0.14,0.0,0.0,0.01,0.15
3743,NBA 10: The Inside,0.07,0.0,0.0,0.01,0.08
3744,NBA 2K10,0.88,0.02,0.0,0.08,0.97
3745,NBA 2K10,0.75,0.01,0.01,0.07,0.84
3746,NBA 2K11,1.84,0.12,0.01,0.13,2.09
3747,NBA 2K11,1.41,0.2,0.03,0.16,1.8
3748,NBA 2K11,0.18,0.0,0.0,0.01,0.19
3749,NBA 2K12,2.31,0.14,0.01,0.16,2.62
3750,NBA 2K12,1.62,0.26,0.05,0.18,2.11
3751,NBA 2K12,0.09,0.05,0.0,0.02,0.16
3752,NBA 2K13,2.6,0.2,0.01,0.19,3.0
3753,NBA 2K13,1.73,0.43,0.05,0.27,2.47
3754,NBA 2K13,0.07,0.04,0.0,0.01,0.13
3755,NBA 2K13,0.0,0.02,0.0,0.0,0.03
3756,NBA 2K14,2.1,0.19,0.0,0.23,2.52
3757,NBA 2K14,1.44,0.31,0.04,0.32,2.11
3758,NBA 2K14,0.89,0.31,0.01,0.23,1.45
3759,NBA 2K14,0.7,0.11,0.0,0.09,0.91
3760,NBA 2K15,1.47,0.54,0.01,0.43,2.45
3761,NBA 2K15,1.37,0.18,0.0,0.18,1.72
3762,NBA 2K16,2.49,0.66,0.03,0.69,3.88
3763,NBA 2K16,1.95,0.15,0.0,0.24,2.34
3764,NBA 2K17,1.25,0.27,0.02,0.34,1.88
3765,NBA 2K17,0.86,0.06,0.0,0.11,1.02
3766,NBA 2K17,0.0,0.01,0.0,0.0,0.01
3767,NBA 2K2,0.59,0.46,0.01,0.15,1.22
3768,NBA 2K2,0.15,0.04,0.0,0.01,0.2
3769,NBA 2K2,0.09,0.02,0.0,0.0,0.12
3770,NBA 2K3,0.51,0.4,0.0,0.13,1.05
3771,NBA 2K3,0.24,0.07,0.0,0.01,0.32
3772,NBA 2K6,0.43,0.34,0.0,0.11,0.88
3773,NBA 2K6,0.27,0.08,0.0,0.01,0.36
3774,NBA 2K6,0.21,0.01,0.0,0.02,0.23
3775,NBA 2K7,0.65,0.02,0.0,0.11,0.78
3776,NBA 2K7,0.53,0.0,0.0,0.04,0.58
3777,NBA 2K7,0.3,0.04,0.0,0.03,0.37
3778,NBA 2K7,0.02,0.01,0.0,0.0,0.03
3779,NBA 2K8,0.79,0.0,0.0,0.07,0.85
3780,NBA 2K8,0.5,0.02,0.0,0.08,0.6
3781,NBA 2K8,0.5,0.01,0.0,0.05,0.55
3782,NBA 2K9,1.0,0.16,0.0,0.11,1.27
3783,NBA 2K9,0.56,0.0,0.0,0.05,0.61
3784,NBA Ballers,0.81,0.63,0.0,0.21,1.66
3785,NBA Ballers,0.37,0.11,0.0,0.02,0.51
3786,NBA Ballers: Chosen One,0.17,0.0,0.0,0.01,0.19
3787,NBA Ballers: Chosen One,0.12,0.0,0.0,0.01,0.14
3788,NBA Ballers: Phenom,0.23,0.18,0.0,0.06,0.47
3789,NBA Ballers: Rebound,0.09,0.0,0.0,0.01,0.1
3790,NBA Courtside 2002,0.19,0.05,0.0,0.01,0.25
3791,NBA Inside Drive 2003,0.23,0.07,0.0,0.01,0.31
3792,NBA Inside Drive 2004,0.13,0.04,0.0,0.01,0.17
3793,NBA Jam,0.1,0.03,0.0,0.0,0.14
3794,NBA Jam,0.36,0.02,0.0,0.02,0.4
3795,NBA Jam,0.22,0.12,0.0,0.06,0.39
3796,NBA Jam,0.27,0.09,0.0,0.03,0.39
3797,NBA Live 06,0.57,0.04,0.0,0.03,0.64
3798,NBA Live 06,0.39,0.0,0.0,0.03,0.42
3799,NBA Live 06,0.27,0.0,0.0,0.02,0.29
3800,NBA Live 07,1.07,0.04,0.02,0.17,1.3
3801,NBA Live 07,0.47,0.0,0.0,0.04,0.51
3802,NBA Live 07,0.42,0.0,0.0,0.04,0.46
3803,NBA Live 07,0.04,0.01,0.0,0.0,0.06
3804,NBA Live 08,0.59,0.02,0.01,0.1,0.72
3805,NBA Live 08,0.56,0.02,0.01,0.05,0.63
3806,NBA Live 08,0.47,0.0,0.0,0.04,0.52
3807,NBA Live 08,0.28,0.0,0.0,0.02,0.31
3808,NBA Live 08,0.14,0.0,0.0,0.01,0.16
3809,NBA Live 09,0.5,0.14,0.0,0.07,0.71
3810,NBA Live 09,0.46,0.0,0.02,0.04,0.52
3811,NBA Live 09 All-Play,0.19,0.01,0.0,0.02,0.22
3812,NBA Live 10,0.46,0.02,0.01,0.05,0.54
3813,NBA Live 10,0.4,0.02,0.0,0.03,0.45
3814,NBA Live 10,0.21,0.0,0.01,0.02,0.24
3815,NBA Live 14,0.15,0.05,0.0,0.04,0.24
3816,NBA Live 14,0.16,0.02,0.0,0.02,0.2
3817,NBA Live 15,0.16,0.04,0.0,0.04,0.23
3818,NBA Live 15,0.17,0.02,0.0,0.02,0.21
3819,NBA Live 16,0.1,0.04,0.0,0.03,0.18
3820,NBA Live 16,0.09,0.01,0.0,0.01,0.11
3821,NBA Live 2001,0.7,0.47,0.0,0.08,1.25
3822,NBA Live 2002,0.91,0.71,0.0,0.24,1.86
3823,NBA Live 2002,0.29,0.19,0.0,0.03,0.52
3824,NBA Live 2002,0.35,0.03,0.0,0.02,0.4
3825,NBA Live 2003,1.25,0.15,0.03,0.22,1.66
3826,NBA Live 2004,1.57,0.18,0.0,0.27,2.03
3827,NBA Live 2004,0.44,0.04,0.0,0.02,0.51
3828,NBA Live 2004,0.21,0.05,0.0,0.01,0.27
3829,NBA Live 2005,2.03,0.21,0.0,0.35,2.59
3830,NBA Live 2005,0.81,0.05,0.0,0.04,0.9
3831,NBA Live 2005,0.35,0.09,0.0,0.01,0.45
3832,NBA ShootOut 2003,0.11,0.09,0.0,0.03,0.23
3833,NBA ShootOut 2004,0.13,0.1,0.0,0.03,0.26
3834,NBA Starting Five,0.02,0.01,0.0,0.0,0.02
3835,NBA Street,2.19,0.22,0.0,0.38,2.79
3836,NBA Street,0.33,0.09,0.0,0.01,0.42
3837,NBA Street: Showdown,0.2,0.0,0.0,0.02,0.22
3838,NBA Street Homecourt,0.45,0.01,0.0,0.04,0.5
3839,NBA Street Homecourt,0.12,0.01,0.0,0.02,0.15
3840,NBA Street V3,0.52,0.41,0.0,0.14,1.06
3841,NBA Street V3,0.28,0.03,0.0,0.01,0.32
3842,NBA Street V3,0.23,0.06,0.0,0.01,0.29
3843,NBA Street Vol. 2,1.69,0.2,0.0,0.06,1.95
3844,NBA Street Vol. 2,0.62,0.04,0.0,0.02,0.68
3845,NCAA Basketball 09,0.2,0.0,0.0,0.02,0.22
3846,NCAA Basketball 10,0.31,0.0,0.0,0.03,0.33
3847,NCAA College Basketball 2K3,0.12,0.09,0.0,0.03,0.24
3848,NCAA College Basketball 2K3,0.11,0.03,0.0,0.01,0.14
3849,NCAA Final Four 2002,0.15,0.12,0.0,0.04,0.31
3850,NCAA Final Four 2003,0.09,0.07,0.0,0.02,0.19
3851,NCAA Football 06,1.53,0.05,0.0,0.25,1.84
3852,NCAA Football 06,0.73,0.21,0.0,0.03,0.97
3853,NCAA Football 07,1.41,0.05,0.0,0.23,1.7
3854,NCAA Football 07,0.67,0.0,0.0,0.06,0.73
3855,NCAA Football 07,0.42,0.12,0.0,0.01,0.56
3856,NCAA Football 07,0.34,0.0,0.0,0.03,0.37
3857,NCAA Football 08,0.65,0.03,0.0,0.11,0.79
3858,NCAA Football 08,0.65,0.0,0.0,0.05,0.7
3859,NCAA Football 08,0.35,0.0,0.0,0.03,0.38
3860,NCAA Football 08,0.06,0.02,0.0,0.0,0.08
3861,NCAA Football 09,0.65,0.0,0.0,0.05,0.71
3862,NCAA Football 09,0.54,0.0,0.0,0.04,0.58
3863,NCAA Football 09 All-Play,0.15,0.0,0.0,0.01,0.16
3864,NCAA Football 10,0.87,0.0,0.0,0.07,0.94
3865,NCAA Football 10,0.75,0.0,0.0,0.06,0.81
3866,NCAA Football 11,0.86,0.0,0.0,0.06,0.92
3867,NCAA Football 11,0.79,0.0,0.0,0.06,0.85
3868,NCAA Football 12,0.94,0.0,0.0,0.06,0.99
3869,NCAA Football 12,0.78,0.0,0.0,0.05,0.83
3870,NCAA Football 13,1.02,0.0,0.0,0.07,1.09
3871,NCAA Football 13,0.82,0.0,0.0,0.07,0.89
3872,NCAA Football 14,1.01,0.0,0.0,0.08,1.09
3873,NCAA Football 14,0.75,0.0,0.0,0.09,0.84
3874,NCAA Football 2002,0.77,0.6,0.0,0.2,1.57
3875,NCAA Football 2003,1.16,0.08,0.0,0.19,1.44
3876,NCAA Football 2003,0.39,0.11,0.0,0.02,0.52
3877,NCAA Football 2003,0.16,0.04,0.0,0.01,0.21
3878,NCAA Football 2004,1.35,0.09,0.0,0.23,1.67
3879,NCAA Football 2004,0.4,0.02,0.0,0.02,0.43
3880,NCAA Football 2004,0.12,0.03,0.0,0.0,0.15
3881,NCAA Football 2005,1.32,0.09,0.0,0.22,1.62
3882,NCAA Football 2005,0.63,0.02,0.0,0.03,0.68
3883,NCAA Football 2005,0.17,0.04,0.0,0.01,0.22
3884,NCAA March Madness 06,0.45,0.02,0.0,0.07,0.53
3885,NCAA March Madness 06,0.15,0.04,0.0,0.01,0.2
3886,NCAA March Madness 07,0.28,0.22,0.0,0.07,0.56
3887,NCAA March Madness 07,0.19,0.0,0.0,0.02,0.21
3888,NCAA March Madness 08,0.08,0.0,0.0,0.01,0.09
3889,NCAA March Madness 2003,0.32,0.25,0.0,0.08,0.66
3890,NCAA March Madness 2004,0.5,0.39,0.0,0.13,1.03
3891,NCAA March Madness 2005,0.44,0.02,0.0,0.07,0.53
3892,NCAA March Madness 2005,0.21,0.06,0.0,0.01,0.28
3893,NCIS,0.1,0.02,0.0,0.01,0.14
3894,NCIS,0.07,0.04,0.0,0.02,0.12
3895,Need For Speed: High Stakes,1.58,0.64,0.0,0.09,2.31
3896,Need for Speed: Hot Pursuit,1.05,1.23,0.03,0.47,2.78
3897,Need for Speed: Hot Pursuit,1.03,0.96,0.0,0.21,2.2
3898,Need for Speed: Hot Pursuit,0.17,0.23,0.0,0.05,0.46
3899,Need for Speed: Hot Pursuit,0.12,0.2,0.0,0.05,0.37
3900,Need for Speed: Hot Pursuit 2,1.68,0.31,0.02,0.09,2.11
3901,Need for Speed: Hot Pursuit 2,0.68,0.11,0.0,0.03,0.82
3902,Need for Speed: Hot Pursuit 2,0.68,0.09,0.0,0.02,0.8
3903,Need for Speed: Most Wanted,2.03,1.79,0.08,0.47,4.37
3904,Need for Speed: Most Wanted,1.0,0.13,0.02,0.1,1.25
3905,Need for Speed: Most Wanted,0.53,0.46,0.0,0.05,1.04
3906,Need for Speed: Most Wanted,0.43,0.11,0.0,0.02,0.56
3907,Need for Speed: Most Wanted,0.02,0.23,0.0,0.04,0.29
