uniqueid,name,yearreleased,genre,publisher,developer,rating
6432,Ultimate Band,2008,Misc,Disney Interactive Studios,Disney Interactive Studios,E10+
6433,Ultimate Brain Games,2003,Misc,Telegames,Cosmigo,E
6434,Ultimate Fighting Championship,2000,Fighting,Ubisoft,Opus,T
6435,Ultimate Fighting Championship: Throwdown,2002,Fighting,Ubisoft,Opus,T
6436,Ultimate Ghosts 'n Goblins,2006,Platform,Capcom,TOSE,E10+
6437,Ultimate Marvel vs. Capcom 3,2011,Fighting,Capcom,Capcom,T
6438,Ultimate Marvel vs. Capcom 3,2011,Fighting,Capcom,Capcom,T
6439,Ultimate Marvel vs. Capcom 3,2011,Fighting,Capcom,Capcom,T
6440,Ultimate Mortal Kombat,2007,Fighting,Midway Games,Other Ocean Interactive,M
6441,Ultimate NES Remix,2014,Action,Unknown,Indies Zero,E
6442,Ultimate Spider-Man,2005,Action,Activision,Treyarch,T
6443,Ultimate Spider-Man,2005,Action,Activision,Treyarch,T
6444,Ultimate Spider-Man,2005,Action,Activision,Treyarch,T
6445,Ultimate Spider-Man,2005,Action,Activision,Vicarious Visions,E10+
6446,Ultimate Spider-Man,2005,Action,Activision,Vicarious Visions,E10+
6447,Ultra Street Fighter IV,2015,Fighting,Capcom,Other Ocean Interactive,T
6448,Unchained Blades,2011,Role-Playing,FuRyu,FuRyu,T
6449,Unchained Blades,2011,Role-Playing,FuRyu,FuRyu,T
6450,Uncharted: Drake's Fortune,2007,Action,Sony Computer Entertainment,"Naughty Dog, SCE/WWS",T
6451,Uncharted: Golden Abyss,2011,Shooter,Sony Computer Entertainment,"Naughty Dog, Sony Bend",T
6452,Uncharted: The Nathan Drake Collection,2015,Action,Sony Computer Entertainment,Bluepoint Games,T
6453,Uncharted 2: Among Thieves,2009,Action,Sony Computer Entertainment,Naughty Dog,T
6454,Uncharted 3: Drake's Deception,2011,Action,Sony Computer Entertainment,Naughty Dog,T
6455,Uncharted 4: A Thief's End,2016,Shooter,Sony Computer Entertainment,Naughty Dog,T
6456,Undead Knights,2009,Action,Ubisoft Annecy,Now Production,M
6457,Unit 13,2012,Shooter,Sony Computer Entertainment,Zipper Interactive,T
6458,Universal Studios Theme Parks Adventure,2001,Misc,Kemco,Kemco,T
6459,Universe at War: Earth Assault,2008,Action,Sega,Petroglyph,T
6460,Unlimited Saga,2002,Role-Playing,Atari,SquareSoft,T
6461,Unreal Championship,2002,Shooter,Atari,Digital Extremes,M
6462,Unreal II: The Awakening,2004,Shooter,Atari,Tantalus Interactive,M
6463,Unreal Tournament,2000,Shooter,Infogrames,Epic Games,M
6464,Unreal Tournament 2003,2002,Shooter,Atari,Digital Extremes,M
6465,Unreal Tournament 2004,2004,Shooter,Atari,Epic Games,M
6466,Unreal Tournament III,2007,Shooter,Midway Games,Epic Games,M
6467,Unreal Tournament III,2007,Shooter,Midway Games,Epic Games,M
6468,Unreal Tournament III,2008,Shooter,Midway Games,Epic Games,M
6469,Until Dawn,2015,Adventure,Sony Computer Entertainment Europe,SuperMassive Games,M
6470,Until Dawn: Rush of Blood,2016,Adventure,Sony Computer Entertainment,SuperMassive Games,M
6471,Untold Legends: Brotherhood of the Blade,2005,Role-Playing,Activision,Sony Online Entertainment,T
6472,Untold Legends: Dark Kingdom,2006,Role-Playing,Electronic Arts,Sony Online Entertainment,T
6473,Untold Legends: The Warriors Code,2006,Role-Playing,Ubisoft,Sony Online Entertainment,T
6474,Up,2009,Action,THQ,Asobo Studio,E10+
6475,Up,2009,Action,THQ,Heavy Iron Studios,E10+
6476,Up,2009,Action,THQ,Heavy Iron Studios,E10+
6477,Urban Chaos: Riot Response,2006,Shooter,Eidos Interactive,Rocksteady Studios,M
6478,Urban Chaos: Riot Response,2006,Shooter,Eidos Interactive,Rocksteady Studios,M
6479,Urban Reign,2005,Action,Namco Bandai Games,Namco,T
6480,Uru: Ages Beyond Myst,2003,Adventure,Ubisoft,Cyan Worlds,E
6481,Vagrant Story,2000,Role-Playing,Crave Entertainment,SquareSoft,T
6482,Valentino Rossi: The Game,2016,Racing,Namco Bandai Games,"Milestone, Milestone S.r.l",E
6483,Valentino Rossi: The Game,2016,Racing,Namco Bandai Games,Milestone S.r.l,E
6484,Valentino Rossi: The Game,2016,Racing,Namco Bandai Games,"Milestone, Milestone S.r.l",E
6485,Valhalla Knights,2006,Role-Playing,Rising Star Games,K2 LLC,E10+
6486,Valhalla Knights: Eldar Saga,2009,Role-Playing,Rising Star Games,"K2, Kurogane",T
6487,Valhalla Knights 2,2008,Role-Playing,Rising Star Games,K2,E10+
6488,Valhalla Knights 3,2013,Role-Playing,Xseed Games,K2,M
6489,Valkyria Chronicles,2008,Role-Playing,Sega,Sega,T
6490,Valkyria Chronicles II,2010,Role-Playing,Sega,Sega,T
6491,Valkyrie Drive: Bhikkhuni,2015,Action,PQube,Marvelous Inc.,M
6492,Valkyrie Profile,1999,Role-Playing,Enix Corporation,Tri-Ace,T
6493,Valkyrie Profile: Covenant of the Plume,2008,Role-Playing,Square Enix,Tri-Ace,T
6494,Valkyrie Profile: Lenneth,2006,Role-Playing,Square Enix,TOSE,T
6495,Valkyrie Profile 2: Silmeria,2006,Role-Playing,Square Enix,Tri-Ace,T
6496,Vampire Night,2001,Shooter,Sony Computer Entertainment,Wow Entertainment,T
6497,Vampire Rain,2007,Action,Microsoft Game Studios,Artoon,M
6498,Vampire Rain: Altered Species,2008,Action,Ignition Entertainment,Artoon,M
6499,Vanguard Bandits,1998,Strategy,Human Entertainment,S-Neo,T
6500,Van Helsing,2004,Action,Activision,Saffire,T
6501,Van Helsing,2004,Action,Activision,Saffire,T
6502,Van Helsing,2007,Action,Activision,Saffire,T
6503,Vanquish,2010,Shooter,Sega,PlatinumGames,M
6504,Vanquish,2010,Shooter,Sega,PlatinumGames,M
6505,Velvet Assassin,2009,Shooter,DTP Entertainment,"Replay Studios, ML Enterprises",M
6506,Venetica,2009,Role-Playing,DTP Entertainment,Deck 13,T
6507,Venetica,2010,Role-Playing,DTP Entertainment,Deck 13,T
6508,Venetica,2010,Role-Playing,DTP Entertainment,Deck 13,T
6509,Vexx,2003,Platform,Acclaim Entertainment,Acclaim Studios Austin,T
6510,Vexx,2003,Platform,Acclaim Entertainment,Acclaim,T
6511,Vexx,2003,Platform,Acclaim Entertainment,Acclaim,T
6512,Victorious Boxers: Ippo's Road to Glory,2000,Fighting,Empire Interactive,New,T
6513,Victorious Boxers: Revolution,2007,Fighting,Ubisoft,Cavia Inc.,T
6514,Vietcong,2003,Shooter,Gathering of Developers,Pterodon,T
6515,Vietcong: Purple Haze,2004,Shooter,Gathering of Developers,Coyote Developments,M
6516,Vietcong: Purple Haze,2004,Shooter,Gathering of Developers,Coyote Developments,M
6517,Viewtiful Joe,2003,Action,Capcom,Clover Studio,T
6518,Viewtiful Joe,2004,Action,Capcom,Clover Studio,T
6519,Viewtiful Joe: Red Hot Rumble,2005,Action,Capcom,Clover Studio,T
6520,Viewtiful Joe: Red Hot Rumble,2006,Action,Capcom,Clover Studio,T
6521,Viewtiful Joe 2,2004,Action,Capcom,Clover Studio,T
6522,Viewtiful Joe 2,2004,Action,Capcom,Clover Studio,T
6523,Viking: Battle for Asgard,2008,Action,Sega,Creative Assembly,M
6524,Viking: Battle for Asgard,2008,Action,Sega,Creative Assembly,M
6525,Virtua Fighter 4,2002,Fighting,Sega,Sega AM2,T
6526,Virtua Fighter 4: Evolution,2003,Fighting,Sega,Sega,T
6527,Virtua Fighter 5,2007,Fighting,Sega,Sega AM2,T
6528,Virtua Fighter 5 Online,2007,Fighting,Sega,Sega AM2,T
6529,Virtua Striker 2002,2002,Sports,Sega,Amusement Vision,E
6530,Virtua Tennis 2009,2009,Sports,Sega,Sumo Digital,E
6531,Virtua Tennis 2009,2009,Sports,Sega,Sumo Digital,E
6532,Virtua Tennis 2009,2009,Sports,Sega,Sumo Digital,E
6533,Virtua Tennis 3,2007,Sports,Sega,Sega AM3,E
6534,Virtua Tennis 3,2007,Sports,Sega,Sumo Digital,E
6535,Virtua Tennis 3,2007,Sports,Sega,Sumo Digital,E
6536,Virtua Tennis 4,2011,Sports,Sega,Sega,E
6537,Virtua Tennis 4,2011,Sports,Sega,Sega,E
6538,Virtua Tennis 4,2011,Sports,Sega,Sega,E
6539,Virtua Tennis 4,2011,Sports,Sega,Sega,E
6540,Viva Pinata,2006,Simulation,Microsoft Game Studios,Rare Ltd.,E
6541,Viva Pinata,2007,Simulation,Microsoft Game Studios,"Climax Group, Climax Studios",E
6542,Viva Pinata: Party Animals,2007,Misc,Microsoft Game Studios,Krome Studios,E
6543,Viva Pinata: Pocket Paradise,2008,Simulation,THQ,Rare Ltd.,E
6544,Viva Pinata: Trouble in Paradise,2008,Simulation,Microsoft Game Studios,Rare Ltd.,E
6545,Voodoo Vince,2003,Platform,Microsoft Game Studios,Beep Industries,T
6546,V-Rally 3,2002,Racing,Atari,Eden Studios,E
6547,Wade Hixton's Counter Punch,2004,Sports,"Destination Software, Inc",Inferno Games,T
6548,Wakeboarding Unleashed Featuring Shaun Murray,2003,Sports,Activision,Shaba Games,E
6549,Wakeboarding Unleashed Featuring Shaun Murray,2003,Sports,Activision,Shaba Games,E
6550,Wall-E,2008,Platform,THQ,Heavy Iron Studios,E
6551,Wall-E,2008,Platform,THQ,Asobo Studio,E
6552,Wall-E,2008,Platform,THQ,Heavy Iron Studios,E
6553,Wall-E,2008,Platform,THQ,Heavy Iron Studios,E
6554,Wall-E,2008,Platform,THQ,Heavy Iron Studios,E
6555,Wanted: Weapons of Fate,2009,Shooter,Warner Bros. Interactive Entertainment,GRIN,M
6556,Wanted: Weapons of Fate,2009,Shooter,Warner Bros. Interactive Entertainment,GRIN,M
6557,Warcraft III: Reign of Chaos,2002,Strategy,Vivendi Games,Blizzard Entertainment,T
6558,Warcraft III: The Frozen Throne,2003,Strategy,Activision,Blizzard Entertainment,T
6559,War for the Overworld,2015,Strategy,Unknown,Subterranean Games,
6560,Warhammer: Battle For Atluma,2006,Action,Namco Bandai Games,Sabertooth Games,T
6561,Warhammer: Battle March,2008,Strategy,Deep Silver,Black Hole Games,M
6562,Warhammer: Mark of Chaos,2006,Strategy,Deep Silver,Black Hole Games,M
6563,"Warhammer 40,000: Dawn of War",2004,Strategy,THQ,Relic,M
6564,"Warhammer 40,000: Dawn of War II",2009,Strategy,THQ,Relic,M
6565,"Warhammer 40,000: Dawn of War II - Retribution",2011,Strategy,THQ,Relic,M
6566,"Warhammer 40,000: Fire Warrior",2003,Shooter,THQ,Kuju Entertainment,M
6567,"Warhammer 40,000: Space Marine",2011,Shooter,THQ,Relic,M
6568,"Warhammer 40,000: Space Marine",2011,Shooter,THQ,Relic,M
6569,"Warhammer 40,000: Space Marine",2011,Shooter,THQ,Relic,M
6570,"Warhammer 40,000: Squad Command",2007,Strategy,THQ,RedLynx,T
6571,"Warhammer 40,000: Squad Command",2007,Strategy,THQ,THQ,T
6572,Warhammer Online: Age of Reckoning,2008,Role-Playing,GOA,EA Mythic,T
6573,Warhawk,2007,Simulation,Sony Computer Entertainment,Incognito Inc.,T
6574,Wario: Master of Disguise,2007,Platform,Nintendo,Suzak,E10+
6575,Wario Land 4,2001,Platform,Nintendo,Nintendo,E
6576,WarioWare: Smooth Moves,2006,Puzzle,Nintendo,Intelligent Systems,E10+
6577,WarioWare D.I.Y.,2009,Misc,Nintendo,Intelligent Systems,E
6578,Wario World,2003,Platform,Nintendo,Treasure,E
6579,WarJetz,2001,Shooter,3DO,3DO,T
6580,War of the Monsters,2003,Fighting,Sony Computer Entertainment,Incognito Inc.,T
6581,Warriors: Legends of Troy,2011,Action,Tecmo Koei,Tecmo Koei Canada,M
6582,Warriors of Might and Magic,2001,Adventure,3DO,3DO,T
6583,Warriors of the Lost Empire,2007,Role-Playing,Mercury Games,Platinum Egg,T
6584,Warriors Orochi,2007,Action,Tecmo Koei,Omega Force,T
6585,Warriors Orochi,2007,Action,Tecmo Koei,Omega Force,T
6586,Warriors Orochi,2008,Action,Tecmo Koei,"Omega Force, Koei Canada",T
6587,Warriors Orochi 2,2008,Action,Tecmo Koei,Omega Force,T
6588,Warriors Orochi 2,2008,Action,Tecmo Koei,Omega Force,T
6589,Warriors Orochi 2,2008,Action,Tecmo Koei,Omega Force,T
6590,Warriors Orochi 3,2011,Action,Ubisoft Annecy,Omega Force,T
6591,Warriors Orochi 3,2011,Action,Ubisoft Annecy,Omega Force,T
6592,Warriors Orochi 3 Hyper,2012,Action,Tecmo Koei,Omega Force,T
6593,Warship Gunner 2,2006,Simulation,Tecmo Koei,Micro Cabin,T
6594,WarTech: Senko no Ronde,2006,Fighting,Ubisoft,G.Rev,T
6595,Wasteland 2,2015,Role-Playing,inXile Entertainment,InXile Entertainment,M
6596,Wasteland 2,2015,Role-Playing,Deep Silver,InXile Entertainment,M
6597,Watch Dogs,2014,Action,Ubisoft,Ubisoft Montreal,M
6598,Watch Dogs,2014,Action,Ubisoft,Ubisoft Montreal,M
6599,Watch Dogs,2014,Action,Ubisoft,Ubisoft Montreal,M
6600,Watch Dogs,2014,Action,Ubisoft,Ubisoft Romania,M
6601,Watch Dogs 2,2016,Action,Ubisoft,Ubisoft Montreal,M
6602,Watch Dogs 2,2016,Action,Ubisoft,Ubisoft Montreal,M
6603,Wave Race: Blue Storm,2001,Racing,Nintendo,Nintendo,E
6604,Way of the Samurai,2002,Action,Eidos Interactive,Acquire,M
6605,Way of the Samurai 2,2003,Action,Capcom,Acquire,M
6606,Way of the Samurai 3,2008,Action,Gamebridge,Acquire,M
6607,Way of the Samurai 3,2009,Action,Gamebridge,Acquire,M
6608,Way of the Samurai 4,2011,Action,Nippon Ichi Software,Acquire,M
6609,We Cheer,2008,Simulation,505 Games,"Machatin, Inc.",E10+
6610,We Love Katamari,2005,Puzzle,Electronic Arts,Namco,E
6611,We Ski,2008,Sports,Namco Bandai Games,Bandai Namco Games,E
6612,Wet,2009,Shooter,Bethesda Softworks,Artificial Mind and Movement,M
6613,Where the Wild Things Are,2009,Platform,Warner Bros. Interactive Entertainment,Griptonite Games,E10+
6614,Where the Wild Things Are,2009,Platform,Warner Bros. Interactive Entertainment,Griptonite Games,E10+
6615,Whiplash,2003,Racing,Eidos Interactive,Crystal Dynamics,T
6616,Whirl Tour,2002,Sports,Crave Entertainment,Papaya Studios,E
6617,Whirl Tour,2002,Sports,Vivendi Games,Papaya Studios,E
6618,White Knight Chronicles: International Edition,2008,Role-Playing,Sony Computer Entertainment,Level 5,T
6619,White Knight Chronicles II,2010,Role-Playing,Sony Computer Entertainment,Level 5,T
6620,Wii Fit,2007,Sports,Nintendo,Nintendo,E
6621,Wii Fit Plus,2009,Sports,Nintendo,Nintendo,E
6622,Wii Fit U,2013,Sports,Nintendo,Nintendo,E
6623,Wii Music,2008,Misc,Nintendo,Nintendo,E
6624,Wii Party,2010,Misc,Nintendo,Nd Cube,E
6625,Wii Party U,2013,Misc,Nintendo,Nd Cube,E
6626,Wii Play,2006,Misc,Nintendo,Nintendo,E
6627,Wii Play: Motion,2011,Misc,Nintendo,Nintendo,E10+
6628,Wii Sports,2006,Sports,Nintendo,Nintendo,E
6629,Wii Sports Club,2014,Sports,Nintendo,Nintendo,E10+
6630,Wii Sports Resort,2009,Sports,Nintendo,Nintendo,E
6631,Wild ARMs: Alter Code F,2003,Role-Playing,Sony Computer Entertainment,Media Vision,T
6632,Wild ARMs 3,2002,Role-Playing,Ubisoft,"Media Vision, Contrail",T
6633,Wild ARMs 4,2005,Role-Playing,505 Games,Media Vision,T
6634,Wild ARMs 5,2006,Role-Playing,505 Games,Media Vision,T
6635,Wild ARMs XF,2007,Role-Playing,505 Games,Media Vision,E10+
6636,Wildstar,2014,Role-Playing,NCSoft,Carbine Studios,T
6637,WinBack: Covert Operations,2000,Shooter,Midas Interactive Entertainment,Omega Force,T
6638,Wing Commander: Prophecy,2003,Simulation,"Destination Software, Inc",Raylight Studios,T
6639,Wing Island,2006,Simulation,Konami Digital Entertainment,CAProduction,E
6640,Wings of War,2004,Simulation,Take-Two Interactive,Silver Wish Games,T
6641,Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,Konami Digital Entertainment,Konami,E
6642,Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,Konami Digital Entertainment,KCET,E
6643,Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,Konami Digital Entertainment,KCET,E
6644,Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,Konami Digital Entertainment,KCET,E
6645,Winter Sports: The Ultimate Challenge,2007,Sports,RTL,49Games,E
6646,Winter Stars,2011,Sports,Deep Silver,49Games,E
6647,Wipeout: In The Zone,2011,Misc,Activision,Activision,E10+
6648,Wipeout 2048,2012,Racing,Sony Computer Entertainment,Studio Liverpool,E10+
6649,WipEout 3,1999,Racing,Psygnosis,Psygnosis,E
6650,WipEout Fusion,2002,Racing,Sony Computer Entertainment,Studio Liverpool,E
6651,WipEout HD Fury,2009,Racing,Sony Computer Entertainment,Studio Liverpool,E10+
6652,WipEout Pulse,2007,Racing,Sony Computer Entertainment,Studio Liverpool,E10+
6653,WipEout Pure,2005,Racing,Sony Computer Entertainment,Studio Liverpool,E
6654,WipEout XL,1996,Racing,Psygnosis,Psygnosis,
6655,Without Warning,2005,Shooter,Capcom,CiRCLE,M
6656,Wizardry: Tale of the Forsaken Land,2001,Role-Playing,Ubisoft,Racjin,T
6657,Wolfenstein,2009,Shooter,Activision,"id Software, Raven Software",M
6658,Wolfenstein,2009,Shooter,Activision,"id Software, Raven Software",M
6659,Wolfenstein,2009,Shooter,Activision,"id Software, Raven Software",M
6660,Wolfenstein: The New Order,2014,Shooter,Bethesda Softworks,MachineGames,M
6661,Wolfenstein: The New Order,2014,Shooter,Bethesda Softworks,MachineGames,M
6662,Wolfenstein: The New Order,2014,Shooter,Bethesda Softworks,MachineGames,M
6663,Wolfenstein: The Old Blood,2015,Action,Bethesda Softworks,MachineGames,
6664,Wolfenstein: The Old Blood,2015,Action,Bethesda Softworks,MachineGames,
6665,Wolfenstein: The Old Blood,2015,Action,Bethesda Softworks,MachineGames,M
6666,Wolfenstein 3D,2002,Shooter,BAM! Entertainment,Stalker Entertainment,M
6667,Women's Volleyball Championship,2007,Sports,Spike,Spike,E
6668,Wonder World Amusement Park,2008,Misc,Majesco Entertainment,Coyote Console,E
6669,Woody Woodpecker: Escape from Buzz Buzzard Park,2001,Platform,DreamCatcher Interactive,EKO Software,E
6670,WordJong,2007,Puzzle,White Park Bay Software,Magellan Interactive,E
6671,World's Scariest Police Chases,2001,Racing,Activision,UDS,T
6672,World Championship Poker,2004,Misc,Play It,Coresoft,E
6673,World Championship Poker 2: Featuring Howard Lederer,2005,Misc,505 Games,Crave,T
6674,World Championship Pool 2004,2004,Sports,Jaleco,Blade Interactive,E
6675,World Destruction League: Thunder Tanks,2000,Action,3DO,3DO,T
6676,World Destruction League: Thunder Tanks,2000,Action,3DO,3DO,T
6677,World in Conflict,2007,Strategy,Vivendi Games,Massive Entertainment,T
6678,World of Final Fantasy,2016,Role-Playing,Square Enix,Square Enix,E10+
6679,World of Final Fantasy,2016,Role-Playing,Square Enix,Square Enix,E10+
6680,World of Goo,2008,Puzzle,2D Boy,2D Boy,E
6681,World of Outlaws: Sprint Cars,2010,Racing,THQ,Big Ant Studios,E
6682,World of Outlaws: Sprint Cars 2002,2002,Racing,Ignition Entertainment,Ratbag,E
6683,World of Tanks,2011,Shooter,Wargaming.net,Wargaming.net,T
6684,World of Warcraft,2004,Role-Playing,Activision,Blizzard Entertainment,T
6685,World of Warcraft: Cataclysm,2010,Role-Playing,Activision,Blizzard Entertainment,T
6686,World of Warcraft: Legion,2016,Role-Playing,Activision,Blizzard Entertainment,T
6687,World of Warcraft: Mists of Pandaria,2012,Role-Playing,Activision,Blizzard Entertainment,T
6688,World of Warcraft: The Burning Crusade,2007,Role-Playing,Activision,Blizzard Entertainment,T
6689,World of Warcraft: Warlords of Draenor,2014,Action,Activision Blizzard,Blizzard Entertainment,T
6690,World of Warcraft: Wrath of the Lich King,2008,Role-Playing,Activision,Blizzard Entertainment,T
6691,World Poker Tour,2005,Misc,Take-Two Interactive,Coresoft,T
6692,World Poker Tour,2005,Misc,Take-Two Interactive,2K Sports,T
6693,World Racing,2003,Racing,TDK Mediactive,Synetic,E
6694,World Series Baseball,2002,Sports,Sega,Blueshift,E
6695,World Series Baseball 2K3,2003,Sports,Sega,Blue Shift,E
6696,World Series Baseball 2K3,2003,Sports,Sega,Blue Shift,E
6697,World Series of Poker,2005,Misc,Activision,Activision,E10+
6698,World Series of Poker,2005,Misc,Activision,Activision,E10+
6699,World Series of Poker 2008: Battle for the Bracelets,2007,Misc,Activision,Left Field Productions,T
6700,WorldShift,2009,Strategy,Playlogic Game Factory,Black Sea Studios,T
6701,World Soccer Winning Eleven 6 International,2002,Sports,Konami Digital Entertainment,KCET,E
6702,World Soccer Winning Eleven 7 International,2003,Sports,Konami Digital Entertainment,KCET,E
6703,World Soccer Winning Eleven 8 International,2004,Sports,Konami Digital Entertainment,KCET,E
6704,World Soccer Winning Eleven 8 International,2004,Sports,Konami Digital Entertainment,KCET,E
6705,World Soccer Winning Eleven 9,2005,Sports,Konami Digital Entertainment,KCET,E
6706,World Tour Soccer,2005,Sports,Sony Computer Entertainment,SCEE,E
6707,World Tour Soccer 2002,2001,Sports,Sony Computer Entertainment,SCEE London Studio,E
6708,World Tour Soccer 2003,2002,Sports,Sony Computer Entertainment,SCEE London Studio,E
6709,World Tour Soccer 2005,2004,Sports,Sony Computer Entertainment,SCEE London Studio,E
6710,World Tour Soccer 2006,2004,Sports,Sony Computer Entertainment,SCEE London Studio,E
6711,Worldwide Soccer Manager 2008,2007,Sports,Russel,Sports Interactive,E
6712,Worldwide Soccer Manager 2009,2008,Simulation,Sega,Sports Interactive,E
6713,Worms,2007,Strategy,Microsoft Game Studios,Team 17,E10+
6714,Worms,2009,Strategy,Sony Computer Entertainment,Team 17,E10+
6715,Worms: A Space Oddity,2008,Strategy,THQ,Team 17,E10+
6716,Worms: Open Warfare,2006,Strategy,THQ,Team 17,E10+
6717,Worms: Open Warfare,2006,Strategy,THQ,Team 17,E10+
6718,Worms: Open Warfare 2,2007,Strategy,THQ,"Team 17, Two Tribes",E10+
6719,Worms: Open Warfare 2,2007,Strategy,THQ,"Team 17, Two Tribes",E10+
6720,Worms: Ultimate Mayhem,2011,Strategy,Unknown,Team 17,E10+
6721,Worms: WMD,2016,Action,Sold Out,Team 17,E10+
6722,Worms: WMD,2016,Action,Sold Out,Team 17,E10+
6723,Worms 3D,2003,Strategy,Sega,Team 17,T
6724,Worms 3D,2003,Strategy,Sega,Team 17,T
6725,Worms 3D,2003,Strategy,Sega,Team 17,T
6726,Worms 4: Mayhem,2005,Strategy,Codemasters,Team 17,T
6727,Worms Forts: Under Siege,2004,Strategy,Acclaim Entertainment,Team 17,T
6728,Worms Forts: Under Siege,2004,Strategy,Sega,Team 17,T
6729,Worms Reloaded,2010,Strategy,Team17 Software,Team 17,E10+
6730,Worms World Party,2001,Strategy,Virgin Interactive,Team 17,E
6731,Wrath Unleashed,2004,Strategy,LucasArts,Double Helix Games,T
6732,Wrath Unleashed,2004,Strategy,LucasArts,Double Helix Games,T
6733,WRC: FIA World Rally Championship,2005,Racing,Sony Computer Entertainment,Traveller's Tales,E
6734,Wreckless: ThE YaKuza MisSiOns,2002,Racing,Activision,Bunkasha Publishing,T
6735,WWE '12,2011,Fighting,THQ,Yuke's,T
6736,WWE '12,2011,Fighting,THQ,Yuke's,T
6737,WWE '12,2011,Fighting,THQ,Yuke's,T
