uniqueid,name,yearreleased,genre,publisher,developer,rating
2940,LEGO Rock Band,2009,Misc,Warner Bros. Interactive Entertainment,TT Fusion,E10+
2941,LEGO Rock Band,2009,Misc,Warner Bros. Interactive Entertainment,Backbone Entertainment,E
2942,LEGO Rock Band,2009,Misc,Warner Bros. Interactive Entertainment,TT Fusion,E10+
2943,LEGO Star Wars: The Complete Saga,2007,Action,LucasArts,Traveller's Tales,E10+
2944,LEGO Star Wars: The Complete Saga,2007,Action,LucasArts,TT Fusion,E
2945,LEGO Star Wars: The Complete Saga,2007,Action,LucasArts,Traveller's Tales,E10+
2946,LEGO Star Wars: The Complete Saga,2007,Action,LucasArts,Traveller's Tales,E10+
2947,Lego Star Wars: The Force Awakens,2016,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
2948,Lego Star Wars: The Force Awakens,2016,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
2949,Lego Star Wars: The Force Awakens,2016,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
2950,LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,Traveller's Tales,E10+
2951,LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,Traveller's Tales,E10+
2952,LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,Amaze Entertainment,E
2953,LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,Traveller's Tales,E10+
2954,LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,Traveller's Tales,E10+
2955,LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,Traveller's Tales,E10+
2956,LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,Amaze Entertainment,E
2957,LEGO Star Wars II: The Original Trilogy,2006,Action,Activision,Traveller's Tales,E10+
2958,LEGO Star Wars III: The Clone Wars,2011,Action,LucasArts,Traveller's Tales,E10+
2959,LEGO Star Wars III: The Clone Wars,2011,Action,LucasArts,Traveller's Tales,E10+
2960,LEGO Star Wars III: The Clone Wars,2011,Action,LucasArts,Traveller's Tales,E10+
2961,LEGO Star Wars III: The Clone Wars,2011,Action,LucasArts,Traveller's Tales,E10+
2962,LEGO Star Wars III: The Clone Wars,2011,Action,LucasArts,Traveller's Tales,E10+
2963,LEGO The Hobbit,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
2964,LEGO The Hobbit,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
2965,LEGO The Hobbit,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
2966,LEGO The Lord of the Rings,2012,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
2967,LEGO The Lord of the Rings,2012,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
2968,LEGO The Lord of the Rings,2012,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
2969,LEGO The Lord of the Rings,2012,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
2970,LEGO The Lord of the Rings,2012,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
2971,Leisure Suit Larry: Box Office Bust,2009,Adventure,Codemasters,Team 17,M
2972,Leisure Suit Larry: Box Office Bust,2009,Adventure,Codemasters,Team 17,M
2973,Leisure Suit Larry: Magna Cum Laude,2004,Adventure,Vivendi Games,High Voltage Software,M
2974,Leisure Suit Larry: Magna Cum Laude,2004,Adventure,Vivendi Games,High Voltage Software,M
2975,Le Mans 24 Hours,2001,Racing,Infogrames,Atari,E
2976,Lemmings,2006,Puzzle,Sony Computer Entertainment,Team 17,E
2977,Lemony Snicket's A Series of Unfortunate Events,2004,Platform,Activision,Adrenium,E
2978,Lemony Snicket's A Series of Unfortunate Events,2004,Platform,Activision,Griptonite Games,E
2979,Lemony Snicket's A Series of Unfortunate Events,2004,Platform,Activision,Activision,E
2980,Let's TAP,2008,Misc,Sega,Prope,E
2981,Life is Strange,2016,Adventure,Square Enix,DONTNOD Entertainment,M
2982,Life is Strange,2016,Adventure,Square Enix,DONTNOD Entertainment,M
2983,Life is Strange,2016,Adventure,Square Enix,DONTNOD Entertainment,M
2984,Lifeline,2003,Adventure,Sony Computer Entertainment,SCEJ,M
2985,LifeSigns: Surgical Unit,2005,Simulation,JoWood Productions,Spike,T
2986,Lightning Returns: Final Fantasy XIII,2013,Role-Playing,Square Enix,Square Enix,T
2987,Lightning Returns: Final Fantasy XIII,2013,Role-Playing,Square Enix,Square Enix,T
2988,Line Rider 2: Unbound,2008,Puzzle,Deep Silver,InXile Entertainment,E
2989,Line Rider 2: Unbound,2008,Puzzle,Deep Silver,InXile Entertainment,E
2990,Link's Crossbow Training,2007,Shooter,Nintendo,Nintendo,T
2991,Links 2004,2003,Sports,Microsoft Game Studios,Indie Built,E
2992,Lips,2008,Misc,Microsoft Game Studios,iNiS,T
2993,Lips: Number One Hits,2009,Misc,Microsoft Game Studios,iNiS,T
2994,LittleBigPlanet,2008,Platform,Sony Computer Entertainment,"SCE/WWS, Media Molecule",E
2995,LittleBigPlanet,2009,Platform,Sony Computer Entertainment,"SCE/WWS, Media Molecule",E10+
2996,LittleBigPlanet 2,2011,Platform,Sony Computer Entertainment,Media Molecule,E
2997,LittleBigPlanet 3,2014,Platform,Sony Computer Entertainment,Sumo Digital,E
2998,LittleBigPlanet Karting,2012,Action,Sony Computer Entertainment,"Media Molecule, United Front Games",E
2999,LittleBigPlanet PS Vita,2012,Platform,Sony Computer Entertainment,"Tarsier Studios, Double Eleven",E
3000,Little Deviants,2011,Platform,Sony Computer Entertainment,Bigbig Studios,E10+
3001,Little King's Story,2009,Strategy,Rising Star Games,Cing,T
3002,Little League World Series Baseball 2008,2008,Sports,Activision,Now Production,E
3003,Little Red Riding Hood's Zombie BBQ,2008,Shooter,Destineer,EnjoyUp Games,T
3004,Lizzie McGuire 2: Lizzie Diaries,2004,Action,Disney Interactive Studios,Artificial Mind and Movement,E
3005,Lock's Quest,2008,Strategy,THQ,5TH Cell,E
3006,Lock On: Modern Air Combat,2003,Simulation,Ubisoft,Eagle Dynamics,E
3007,LocoRoco,2006,Platform,Sony Computer Entertainment,SCE Japan Studio,E
3008,LocoRoco 2,2008,Platform,Sony Computer Entertainment,SCE Japan Studio,E
3009,Lollipop Chainsaw,2012,Action,Warner Bros. Interactive Entertainment,Grasshopper Manufacture,M
3010,Lollipop Chainsaw,2012,Action,Warner Bros. Interactive Entertainment,Grasshopper Manufacture,M
3011,Looney Tunes: Acme Arsenal,2007,Action,Warner Bros. Interactive Entertainment,Red Tribe,E10+
3012,Looney Tunes: Acme Arsenal,2007,Action,Warner Bros. Interactive Entertainment,Red Tribe,E10+
3013,Looney Tunes: Acme Arsenal,2007,Action,Warner Bros. Interactive Entertainment,Red Tribe,E10+
3014,Looney Tunes: Back in Action,2003,Platform,Warner Bros. Interactive Entertainment,Warthog,E
3015,Looney Tunes: Back in Action,2003,Platform,Warner Bros. Interactive Entertainment,Warthog,E
3016,Looney Tunes: Sheep Raider,2001,Platform,Infogrames,Infogrames,E
3017,Lord of Arcana,2010,Role-Playing,Square Enix,Access Games,M
3018,Lord of Magna: Maiden Heaven,2014,Role-Playing,Marvelous Entertainment,Marvelous Inc.,T
3019,Lord of the Rings: Battle for Middle-Earth,2004,Strategy,Electronic Arts,EA LA,T
3020,Lords of the Fallen,2014,Role-Playing,Square Enix,"City Interactive, Deck 13",M
3021,Lords of the Fallen,2014,Role-Playing,Square Enix,"City Interactive, Deck 13",M
3022,Lords of the Fallen,2014,Role-Playing,Square Enix,"City Interactive, Deck 13",M
3023,Lost: Via Domus,2008,Action,Ubisoft,Ubisoft Montreal,T
3024,Lost: Via Domus,2008,Action,Ubisoft,Ubisoft Montreal,T
3025,Lost: Via Domus,2008,Action,Ubisoft,Ubisoft Montreal,T
3026,Lost Dimension,2014,Role-Playing,Nippon Ichi Software,FuRyu,T
3027,Lost Dimension,2014,Role-Playing,Nippon Ichi Software,FuRyu,T
3028,Lost Horizon,2010,Adventure,Deep Silver,Animation Arts,T
3029,Lost in Blue,2005,Adventure,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,E10+
3030,Lost in Blue: Shipwrecked,2008,Adventure,Konami Digital Entertainment,Hudson Soft,E10+
3031,Lost in Shadow,2010,Platform,Konami Digital Entertainment,Hudson Soft,E10+
3032,Lost Kingdoms,2002,Role-Playing,Activision,From Software,T
3033,Lost Kingdoms II,2003,Role-Playing,Activision,From Software,T
3034,Lost Magic,2006,Role-Playing,Ubisoft,Taito Corporation,E
3035,Lost Odyssey,2007,Role-Playing,Microsoft Game Studios,Mistwalker,T
3036,Lost Planet: Extreme Condition,2006,Shooter,Capcom,Capcom,T
3037,Lost Planet: Extreme Condition,2008,Shooter,Capcom,Capcom,T
3038,Lost Planet 2,2010,Shooter,Capcom,Capcom,T
3039,Lost Planet 2,2010,Shooter,Capcom,Capcom,T
3040,Lost Planet 3,2013,Shooter,Capcom,Spark Unlimited,T
3041,Lost Planet 3,2013,Shooter,Capcom,Spark Unlimited,T
3042,Lost Planet 3,2013,Shooter,Capcom,Spark Unlimited,T
3043,Lowrider,2002,Misc,Pacific Century Cyber Works,Pacific Century Cyber Works,T
3044,Lucha Libre AAA: Heroes del Ring,2010,Fighting,Konami Digital Entertainment,Immersion Software & Graphics,T
3045,Lucha Libre AAA: Heroes del Ring,2010,Fighting,Konami Digital Entertainment,Immersion Software & Graphics,T
3046,Lufia: Curse of the Sinistrals,2010,Role-Playing,Square Enix,Neverland,E10+
3047,Lufia: The Ruins of Lore,2002,Role-Playing,Taito,Taito Corporation,E
3048,Luigi's Mansion,2001,Action,Nintendo,Nintendo,E
3049,Luigi's Mansion: Dark Moon,2013,Action,Nintendo,Next Level Games,E
3050,Lumines: Electronic Symphony,2012,Misc,Ubisoft,Q Entertainment,E
3051,Luminous Arc,2007,Role-Playing,Rising Star Games,"Image Epoch, Imageepoch",T
3052,Luminous Arc 2,2008,Role-Playing,Rising Star Games,"Image Epoch, Imageepoch",T
3053,Lunar: Dragon Song,2005,Role-Playing,Rising Star Games,"Game Arts, Japan Art Media (JAM)",E10+
3054,Lunar: Silver Star Harmony,2009,Role-Playing,GungHo,Game Arts,T
3055,Lunar: Silver Star Story Complete,1998,Role-Playing,Kadokawa Shoten,Game Arts,T
3056,Lunar 2: Eternal Blue Complete,1999,Role-Playing,Kadokawa Shoten,Game Arts,T
3057,Lunar Knights,2006,Role-Playing,Konami Digital Entertainment,Kojima Productions,E10+
3058,Lunar Legend,2002,Role-Playing,Media Rings,Magic Rings,E
3059,Lux-Pain,2008,Adventure,Rising Star Games,Killaware,T
3060,Mace Griffin: Bounty Hunter,2003,Shooter,Electronic Arts,Warthog,M
3061,Mace Griffin: Bounty Hunter,2003,Shooter,Electronic Arts,Warthog,M
3062,Machinarium,2009,Adventure,Daedalic,Amanita Design,
3063,Madagascar,2005,Platform,Activision,Toys for Bob,E10+
3064,Madagascar: Escape 2 Africa,2008,Action,Activision,Toys for Bob,E
3065,Madagascar: Escape 2 Africa,2008,Action,Activision,Toys for Bob,E10+
3066,Madagascar: Escape 2 Africa,2008,Action,Activision,Aspyr,E10+
3067,Mad Dash Racing,2001,Racing,Eidos Interactive,Crystal Dynamics,T
3068,Madden NFL 06,2005,Sports,Electronic Arts,EA Sports,E
3069,Madden NFL 06,2005,Sports,Electronic Arts,EA Sports,E
3070,Madden NFL 06,2005,Sports,Electronic Arts,EA Tiburon,E
3071,Madden NFL 06,2005,Sports,Electronic Arts,EA Sports,E
3072,Madden NFL 06,2005,Sports,Electronic Arts,Exient Entertainment,E
3073,Madden NFL 07,2006,Sports,Electronic Arts,EA Sports,E
3074,Madden NFL 07,2006,Sports,Electronic Arts,EA Tiburon,E
3075,Madden NFL 07,2006,Sports,Electronic Arts,EA Tiburon,E
3076,Madden NFL 07,2006,Sports,Electronic Arts,EA Tiburon,E
3077,Madden NFL 07,2006,Sports,Electronic Arts,EA Tiburon,E
3078,Madden NFL 07,2006,Sports,Electronic Arts,EA Canada,E
3079,Madden NFL 07,2006,Sports,Electronic Arts,Exient Entertainment,E
3080,Madden NFL 07,2006,Sports,Electronic Arts,Exient Entertainment,E
3081,Madden NFL 08,2007,Sports,Electronic Arts,EA Tiburon,E
3082,Madden NFL 08,2007,Sports,Electronic Arts,EA Tiburon,E
3083,Madden NFL 08,2007,Sports,Electronic Arts,EA Tiburon,E
3084,Madden NFL 08,2007,Sports,Electronic Arts,EA Tiburon,E
3085,Madden NFL 08,2007,Sports,Electronic Arts,EA Tiburon,E
3086,Madden NFL 08,2007,Sports,Electronic Arts,EA Tiburon,E
3087,Madden NFL 08,2007,Sports,Electronic Arts,EA Tiburon,E
3088,Madden NFL 09,2008,Sports,Electronic Arts,EA Tiburon,E
3089,Madden NFL 09,2008,Sports,Electronic Arts,EA Tiburon,E
3090,Madden NFL 09,2008,Sports,Electronic Arts,EA Tiburon,E
3091,Madden NFL 09,2008,Sports,Electronic Arts,EA Tiburon,E
3092,Madden NFL 09 All-Play,2008,Sports,Electronic Arts,EA Tiburon,E
3093,Madden NFL 10,2009,Sports,Electronic Arts,EA Tiburon,E
3094,Madden NFL 10,2009,Sports,Electronic Arts,EA Tiburon,E
3095,Madden NFL 10,2009,Sports,Electronic Arts,EA Tiburon,E
3096,Madden NFL 11,2010,Sports,Electronic Arts,EA Tiburon,E
3097,Madden NFL 11,2010,Sports,Electronic Arts,EA Tiburon,E
3098,Madden NFL 12,2011,Sports,Electronic Arts,EA Tiburon,E
3099,Madden NFL 12,2011,Sports,Electronic Arts,EA Tiburon,E
3100,Madden NFL 13,2012,Sports,Electronic Arts,EA Tiburon,E
3101,Madden NFL 13,2012,Sports,Electronic Arts,EA Tiburon,E
3102,Madden NFL 13,2012,Sports,Electronic Arts,EA Tiburon,E
3103,Madden NFL 13,2012,Sports,Electronic Arts,EA Tiburon,E
3104,Madden NFL 13,2012,Sports,Electronic Arts,EA Tiburon,E
3105,Madden NFL 15,2014,Sports,Electronic Arts,EA Sports,E
3106,Madden NFL 15,2014,Sports,Electronic Arts,EA Sports,E
3107,Madden NFL 16,2015,Sports,Electronic Arts,EA Sports,E
3108,Madden NFL 16,2015,Sports,Electronic Arts,EA Sports,E
3109,Madden NFL 17,2016,Sports,Electronic Arts,EA Sports,E
3110,Madden NFL 17,2016,Sports,Electronic Arts,EA Sports,E
3111,Madden NFL 2001,2000,Sports,Electronic Arts,EA Sports,E
3112,Madden NFL 2001,2000,Sports,Electronic Arts,EA Sports,E
3113,Madden NFL 2002,2001,Sports,Electronic Arts,EA Sports,E
3114,Madden NFL 2002,2001,Sports,Electronic Arts,EA Sports,E
3115,Madden NFL 2003,2002,Sports,Electronic Arts,EA Sports,E
3116,Madden NFL 2003,2002,Sports,Electronic Arts,EA Tiburon,E
3117,Madden NFL 2003,2002,Sports,Electronic Arts,EA Sports,E
3118,Madden NFL 2004,2003,Sports,Electronic Arts,EA Tiburon,E
3119,Madden NFL 2004,2003,Sports,Electronic Arts,EA Tiburon,E
3120,Madden NFL 2004,2003,Sports,Electronic Arts,BudCat,E
3121,Madden NFL 2005,2004,Sports,Electronic Arts,EA Tiburon,E
3122,Madden NFL 2005,2004,Sports,Electronic Arts,EA Tiburon,E
3123,Madden NFL 2005,2004,Sports,Electronic Arts,Exient Entertainment,E
3124,Madden NFL 2005,2004,Sports,Electronic Arts,Exient Entertainment,E
3125,Madden NFL 25,2013,Sports,Electronic Arts,EA Sports,E
3126,Madden NFL 25,2013,Sports,Electronic Arts,EA Sports,E
3127,Madden NFL 25,2013,Sports,Electronic Arts,EA Sports,E
3128,Madden NFL 25,2013,Sports,Electronic Arts,EA Sports,E
3129,Madden NFL Football,2011,Sports,Electronic Arts,EA Tiburon,E
3130,Mad Dog McCree: Gunslinger Pack,2009,Shooter,Majesco Entertainment,Digital Leisure Inc.,T
3131,MadWorld,2009,Action,Sega,PlatinumGames,M
3132,Mafia,2002,Action,Take-Two Interactive,Illusion Softworks,M
3133,Mafia,2004,Action,Illusion Softworks,Illusion Softworks,M
3134,Mafia,2004,Action,Take-Two Interactive,Illusion Softworks,M
3135,Mafia II,2010,Action,Take-Two Interactive,2K Czech,M
3136,Mafia II,2010,Action,Take-Two Interactive,2K Czech,M
3137,Mafia II,2010,Action,Take-Two Interactive,2K Czech,M
3138,Mafia III,2016,Action,Take-Two Interactive,Hangar 13,M
3139,Mafia III,2016,Action,Take-Two Interactive,Hangar 13,M
3140,Mafia III,2016,Action,Take-Two Interactive,Hangar 13,M
3141,Mage Knight: Destiny's Soldier,2006,Strategy,Namco Bandai Games,Big Blue Bubble Inc.,E10+
3142,Magician's Quest: Mysterious Times,2008,Role-Playing,Konami Digital Entertainment,Konami,E10+
3143,Magicka,2011,Role-Playing,Paradox Interactive,Arrowhead Game Studios,T
3144,Magic Pengel: The Quest for Color,2002,Role-Playing,Taito,Taito Corporation,E
3145,Magna Carta: Tears of Blood,2004,Role-Playing,505 Games,SoftMax,T
3146,Magna Carta 2,2009,Role-Playing,Banpresto,"Banpresto, SoftMax",T
3147,Magnetica,2006,Puzzle,Nintendo,Mitchell,E
3148,Mahjong Cub3D,2011,Puzzle,Sunsoft,SunSoft,E
3149,Majesty 2: The Fantasy Kingdom Sim,2009,Simulation,Paradox Interactive,"1C, Ino-Co, 1C Company",T
3150,Majin and the Forsaken Kingdom,2010,Adventure,Namco Bandai Games,Game Republic,T
3151,Majin and the Forsaken Kingdom,2010,Adventure,Namco Bandai Games,Game Republic,T
3152,Major League Baseball 2K10,2010,Sports,Take-Two Interactive,Visual Concepts,E
3153,Major League Baseball 2K10,2010,Sports,Take-Two Interactive,Visual Concepts,E
3154,Major League Baseball 2K11,2011,Sports,Take-Two Interactive,Visual Concepts,E
3155,Major League Baseball 2K11,2011,Sports,Take-Two Interactive,Visual Concepts,E
3156,Major League Baseball 2K11,2011,Sports,Take-Two Interactive,Visual Concepts,E
3157,Major League Baseball 2K12,2012,Sports,Take-Two Interactive,Visual Concepts,E
3158,Major League Baseball 2K12,2012,Sports,Take-Two Interactive,Visual Concepts,E
3159,Major League Baseball 2K5,2005,Sports,Take-Two Interactive,Kush Games,E
3160,Major League Baseball 2K5,2005,Sports,Take-Two Interactive,Kush Games,E
3161,Major League Baseball 2K6,2006,Sports,Spike,Kush Games,E
3162,Major League Baseball 2K6,2006,Sports,Spike,Kush Games,E
3163,Major League Baseball 2K6,2006,Sports,Take-Two Interactive,Kush Games,E
3164,Major League Baseball 2K7,2007,Sports,Spike,Kush Games,E
3165,Major League Baseball 2K7,2007,Sports,Spike,Kush Games,E
3166,Major League Baseball 2K8,2008,Sports,Bethesda Softworks,Kush Games,E
3167,Major League Baseball 2K8,2008,Sports,Bethesda Softworks,Kush Games,E
3168,Major League Baseball 2K8 Fantasy All-Stars,2008,Sports,Take-Two Interactive,Deep Fried Entertainment,E
3169,Major League Baseball 2K9,2009,Sports,Spike,2K Sports,E
3170,Major League Baseball 2K9,2009,Sports,Take-Two Interactive,2K Sports,E
3171,Major League Baseball 2K9,2009,Sports,Spike,2K Sports,E
3172,Makai Kingdom: Chronicles of the Sacred Tome,2005,Role-Playing,Tecmo Koei,Nippon Ichi Software,T
3173,Mana Khemia: Alchemists of Al-Revis,2007,Role-Playing,Nippon Ichi Software,Gust,E10+
3174,Mana Khemia: Student Alliance,2008,Role-Playing,Nippon Ichi Software,Gust,E10+
3175,Mana Khemia 2: Fall of Alchemy,2008,Role-Playing,Gust,Gust,T
3176,Manhunt,2003,Action,Take-Two Interactive,Rockstar North,M
3177,Manhunt,2004,Action,Take-Two Interactive,Rockstar North,M
3178,Manhunt 2,2007,Action,Take-Two Interactive,Rockstar London,M
3179,Manhunt 2,2007,Action,Take-Two Interactive,Rockstar Toronto,M
3180,Manhunt 2,2007,Action,Take-Two Interactive,Rockstar London,M
3181,Marble Saga: Kororinpa,2009,Puzzle,Konami Digital Entertainment,Hudson Entertainment,E
3182,Marc Ecko's Getting Up: Contents Under Pressure,2006,Action,Atari,Double Helix Games,M
3183,March of the Penguins,2006,Adventure,Zoo Digital Publishing,SkyRiver Studios,E
3184,Mario Golf: Advance Tour,2004,Sports,Nintendo,Camelot Software Planning,E
3185,Mario Golf: Toadstool Tour,2003,Sports,Nintendo,Camelot Software Planning,E
3186,Mario Golf: World Tour,2014,Sports,Nintendo,Camelot Software Planning,E
3187,Mario Hoops 3 on 3,2006,Sports,Nintendo,Square Enix,E
3188,Mario Kart: Super Circuit,2001,Racing,Nintendo,Intelligent Systems,E
3189,Mario Kart 7,2011,Racing,Nintendo,"Retro Studios, Entertainment Analysis & Development Division",E
3190,Mario Kart 8,2014,Racing,Nintendo,Nintendo,E
3191,Mario Kart DS,2005,Racing,Nintendo,Nintendo,E
3192,Mario Kart Wii,2008,Racing,Nintendo,Nintendo,E
3193,Mario Party: Island Tour,2013,Misc,Nintendo,"Nintendo, Nd Cube",E
3194,Mario Party: Star Rush,2016,Misc,Nintendo,"Nintendo, Nd Cube",E
3195,Mario Party 10,2015,Misc,Nintendo,"Nintendo, Nd Cube",E
3196,Mario Party 4,2002,Misc,Nintendo,Hudson,E
3197,Mario Party 5,2003,Misc,Nintendo,Hudson,E
3198,Mario Party 6,2004,Misc,Nintendo,Hudson Soft,E
3199,Mario Party 7,2005,Misc,Nintendo,Hudson,E
3200,Mario Party 8,2007,Misc,Nintendo,Hudson,E
3201,Mario Party 9,2012,Misc,Nintendo,Nd Cube,E
3202,Mario Party Advance,2005,Misc,Nintendo,Hudson,E
3203,Mario Party DS,2007,Misc,Nintendo,Hudson Soft,E
3204,Mario Pinball Land,2004,Misc,Nintendo,Fuse Games Limited,E
3205,Mario Power Tennis,2004,Sports,Nintendo,Camelot Software Planning,E
3206,Mario Sports Mix,2010,Sports,Nintendo,Square Enix,E
3207,Mario Strikers Charged,2007,Sports,Nintendo,Next Level Games,E10+
3208,Mario Super Sluggers,2008,Sports,Nintendo,Namco Bandai Games,E
3209,Mario Superstar Baseball,2005,Sports,Nintendo,Namco,E
3210,Mario Tennis: Power Tour,2005,Sports,Nintendo,Camelot Software Planning,E
3211,Mario Tennis Open,2012,Sports,Nintendo,Camelot Software Planning,E
3212,Mario Tennis Ultra Smash,2015,Sports,Nintendo,"Nintendo, Camelot Software Planning",E
3213,Mario vs. Donkey Kong,2004,Puzzle,Nintendo,Nintendo,E
3214,Mario vs. Donkey Kong: Mini-Land Mayhem!,2010,Puzzle,Nintendo,Nintendo,E
3215,Mario vs. Donkey Kong: Tipping Stars,2015,Puzzle,Nintendo,"Nintendo, Nintendo Software Technology",E
3216,Mario vs. Donkey Kong: Tipping Stars,2015,Puzzle,Nintendo,"Nintendo, Nintendo Software Technology",E
3217,Mario vs. Donkey Kong 2: March of the Minis,2006,Puzzle,Nintendo,"Nintendo, Nintendo Software Technology",E
3218,Mark McMorris Infinite Air,2016,Sports,FuRyu Corporation,HB Studios Multimedia,T
3219,Martian Gothic: Unification,2001,Adventure,Take-Two Interactive,Coyote Developments,M
3220,Marvel: Ultimate Alliance,2006,Role-Playing,Activision,Raven Software,T
3221,Marvel: Ultimate Alliance,2006,Role-Playing,Activision,Raven Software,T
3222,Marvel: Ultimate Alliance,2006,Role-Playing,Activision,Vicarious Visions,T
3223,Marvel: Ultimate Alliance,2006,Role-Playing,Activision,Raven Software,T
3224,Marvel: Ultimate Alliance,2006,Role-Playing,Activision,Vicarious Visions,T
3225,Marvel: Ultimate Alliance,2006,Role-Playing,Activision,Raven Software,T
3226,Marvel: Ultimate Alliance 2,2009,Role-Playing,Activision,Vicarious Visions,T
3227,Marvel: Ultimate Alliance 2,2009,Role-Playing,Activision,Vicarious Visions,T
3228,Marvel: Ultimate Alliance 2,2009,Role-Playing,Activision,n-Space,T
3229,Marvel: Ultimate Alliance 2,2009,Role-Playing,Activision,n-Space,E10+
3230,Marvel Avengers: Battle for Earth,2012,Action,Ubisoft,Ubisoft Quebec,T
3231,Marvel Avengers: Battle for Earth,2012,Action,Ubisoft,Ubisoft Quebec,T
3232,Marvel Nemesis: Rise of the Imperfects,2005,Fighting,Electronic Arts,"EA Canada, Nihilistic",T
3233,Marvel Nemesis: Rise of the Imperfects,2005,Fighting,Electronic Arts,"EA Canada, Nihilistic",T
3234,Marvel Nemesis: Rise of the Imperfects,2005,Fighting,Electronic Arts,EA Canada,T
3235,Marvel Nemesis: Rise of the Imperfects,2005,Fighting,Electronic Arts,"EA Canada, Nihilistic",T
3236,Marvel Nemesis: Rise of the Imperfects,2005,Fighting,Electronic Arts,"EA Canada, Sensory Sweep",E10+
3237,Marvel Super Hero Squad,2009,Fighting,THQ,THQ,E10+
3238,Marvel Super Hero Squad,2009,Fighting,THQ,Blue Tongue Entertainment,E10+
3239,Marvel Super Hero Squad: The Infinity Gauntlet,2010,Action,THQ,THQ,E10+
3240,Marvel Trading Card Game,2007,Misc,Konami Digital Entertainment,1st Playable Productions,T
3241,Marvel vs. Capcom 3: Fate of Two Worlds,2011,Fighting,Capcom,Capcom,T
3242,Mass Effect,2007,Role-Playing,Microsoft Game Studios,BioWare,M
3243,Mass Effect,2008,Role-Playing,Electronic Arts,"BioWare, Demiurge Studios",M
3244,Mass Effect 2,2010,Role-Playing,Electronic Arts,BioWare,M
3245,Mass Effect 2,2010,Role-Playing,Electronic Arts,BioWare,M
3246,Mass Effect 2,2011,Role-Playing,Electronic Arts,BioWare,M
3247,Mass Effect 3,2012,Role-Playing,Electronic Arts,BioWare,M
3248,Mass Effect 3,2012,Role-Playing,Electronic Arts,BioWare,M
3249,Mass Effect 3,2012,Role-Playing,Electronic Arts,BioWare,M
3250,Mat Hoffman's Pro BMX,2001,Sports,Activision,Shaba Games,E
3251,Mat Hoffman's Pro BMX 2,2002,Sports,Activision,Rainbow Studios,T
3252,Maximo: Ghosts to Glory,2001,Platform,Capcom,Capcom,T
3253,Maximo vs Army of Zin,2003,Platform,Capcom,Capcom,T
3254,Maximum Capacity: Hotel Giant,2002,Strategy,JoWood Productions,JoWooD Entertainment AG,T
3255,Max Payne,2001,Shooter,Take-Two Interactive,Rockstar Toronto,M
3256,Max Payne,2001,Shooter,Take-Two Interactive,neo Software,M
3257,Max Payne,2001,Shooter,Take-Two Interactive,Remedy Entertainment,M
3258,Max Payne,2003,Shooter,Take-Two Interactive,Mobius Entertainment,M
3259,Max Payne 2: The Fall of Max Payne,2003,Shooter,Take-Two Interactive,Rockstar Vienna,M
3260,Max Payne 2: The Fall of Max Payne,2003,Shooter,Take-Two Interactive,Remedy Entertainment,M
3261,Max Payne 2: The Fall of Max Payne,2003,Shooter,Take-Two Interactive,Remedy Entertainment,M
3262,Max Payne 3,2012,Shooter,Take-Two Interactive,Rockstar Studios,M
3263,Max Payne 3,2012,Shooter,Take-Two Interactive,Rockstar Studios,M
3264,Max Payne 3,2012,Shooter,Take-Two Interactive,Rockstar Studios,M
3265,Mayhem 3D,2011,Racing,Evolved Games,Zoo Games,E10+
3266,MC Groovz Dance Craze,2004,Misc,Mad Catz,Mad Catz,E
3267,MDK2 Armageddon,2001,Shooter,Virgin Interactive,BioWare,T
3268,MechAssault,2002,Simulation,Microsoft Game Studios,Day 1 Studios,T
3269,MechAssault: Phantom War,2006,Simulation,Majesco Entertainment,Backbone Entertainment,T
3270,MechAssault 2: Lone Wolf,2004,Simulation,Microsoft Game Studios,Day 1 Studios,T
3271,Medabots: Infinity,2003,Role-Playing,Ubisoft,Imagineer,E
3272,Medal of Honor,1998,Shooter,Electronic Arts,Dreamworks Interactive,T
3273,Medal of Honor,2010,Shooter,Electronic Arts,"EA DICE, Danger Close",M
3274,Medal of Honor,2010,Shooter,Electronic Arts,"Dice, Danger Close",M
3275,Medal of Honor,2010,Shooter,Electronic Arts,"Dice, Danger Close",M
3276,Medal of Honor: Airborne,2007,Shooter,Electronic Arts,Electronic Arts,T
