uniqueId,name,criticScore,criticCount,userScore,userCount
1430,Dragon Ball: Evolution,28,16,0.9,50
1431,Dragon Ball: Fusions,68,12,7.6,16
1432,Dragon Ball: Origins,78,18,7.5,15
1433,Dragon Ball: Raging Blast,57,26,7.2,58
1434,Dragon Ball: Raging Blast,56,29,7.5,33
1435,Dragon Ball: Raging Blast 2,60,27,7.5,63
1436,Dragon Ball: Raging Blast 2,57,33,7.4,30
1437,Dragon Ball: Revenge of King Piccolo,65,25,7.3,15
1438,Dragon Ball: XenoVerse,69,50,7.7,598
1439,Dragon Ball: XenoVerse,67,18,7.2,128
1440,Dragon Ball: Xenoverse 2,73,54,7.8,117
1441,Dragon Ball: Xenoverse 2,73,8,7.3,29
1442,Dragon Ball GT: Transformation,69,12,8.2,26
1443,Dragon Ball Z: Attack of the Saiyans,73,21,7.9,24
1444,Dragon Ball Z: Battle of Z,54,32,5.3,103
1445,Dragon Ball Z: Battle of Z,66,7,7.5,54
1446,Dragon Ball Z: Battle of Z,53,17,5.1,44
1447,Dragon Ball Z: Budokai,67,28,7.9,71
1448,Dragon Ball Z: Budokai,65,16,6.3,15
1449,Dragon Ball Z: Budokai 2,66,28,8.2,92
1450,Dragon Ball Z: Budokai 2,66,9,5.8,12
1451,Dragon Ball Z: Budokai 3,77,32,8.9,137
1452,Dragon Ball Z: Budokai Tenkaichi,72,29,8.4,71
1453,Dragon Ball Z: Budokai Tenkaichi 2,73,31,8.6,61
1454,Dragon Ball Z: Budokai Tenkaichi 2,72,37,8.5,40
1455,Dragon Ball Z: Budokai Tenkaichi 3,73,24,9.2,173
1456,Dragon Ball Z: Budokai Tenkaichi 3,72,27,8.4,61
1457,Dragon Ball Z: Burst Limit,71,32,7.2,51
1458,Dragon Ball Z: Burst Limit,72,50,7.6,41
1459,Dragon Ball Z: Buu's Fury,62,19,8.9,39
1460,Dragon Ball Z: Collectible Card Game,62,4,5.5,4
1461,Dragon Ball Z: Extreme Butoden,61,32,6.6,32
1462,Dragon Ball Z: Harukanaru Densetsu,57,16,6.2,10
1463,Dragon Ball Z: Infinite World,48,17,7.9,37
1464,Dragon Ball Z: Sagas,49,13,5.4,29
1465,Dragon Ball Z: Sagas,51,11,6.1,8
1466,Dragon Ball Z: Sagas,48,11,6.6,11
1467,Dragon Ball Z: Shin Budokai,70,21,8.1,19
1468,Dragon Ball Z: Supersonic Warriors,73,26,7.0,21
1469,Dragon Ball Z: Supersonic Warriors 2,66,13,7.6,28
1470,Dragon Ball Z: Taiketsu,40,23,6.1,22
1471,Dragon Ball Z: Tenkaichi Tag Team,63,22,8.6,20
1472,Dragon Ball Z: The Legacy of Goku,53,15,6.9,28
1473,Dragon Ball Z: The Legacy of Goku II,75,21,8.9,39
1474,Dragon Ball Z: Ultimate Tenkaichi,58,26,5.4,77
1475,Dragon Ball Z: Ultimate Tenkaichi,55,24,5.8,52
1476,Dragon Ball Z for Kinect,49,32,2.1,39
1477,Dragon Blade: Wrath of Fire,51,19,7.5,17
1478,Dragon Booster,33,14,7.0,9
1479,Dragoneer's Aria,56,30,6.0,7
1480,Dragon Quest Heroes: Rocket Slime,83,41,7.6,45
1481,Dragon Quest IV: Chapters of the Chosen,80,44,7.9,50
1482,Dragon Quest IX: Sentinels of the Starry Skies,87,65,8.8,197
1483,Dragon Quest Monsters: Joker,75,30,7.4,27
1484,Dragon Quest Monsters: Joker 2,77,33,7.3,15
1485,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,65,43,5.9,21
1486,Dragon Quest V: Hand of the Heavenly Bride,84,46,8.5,57
1487,Dragon Quest VI: Realms of Revelation,78,41,8.1,31
1488,Dragon Quest VIII: Journey of the Cursed King,89,63,8.8,245
1489,Dragon Rage,50,9,6.4,9
1490,Dragon Valor,57,9,8.3,10
1491,Drakan: The Ancients' Gates,78,31,9.0,39
1492,Drakengard,63,55,9.1,88
1493,Drakengard 2,58,34,5.5,49
1494,Drakengard 3,61,33,7.7,237
1495,Drawn to Life,73,34,8.2,30
1496,Drawn To Life: SpongeBob SquarePants Edition,68,12,5.5,4
1497,Drawn to Life: The Next Chapter,58,22,6.0,8
1498,Drawn to Life: The Next Chapter,72,21,7.7,22
1499,Dreamcast Collection,53,31,5.2,10
1500,Dreamfall: The Longest Journey,73,42,8.8,24
1501,Dream Pinball 3D,54,8,7.6,7
1502,Driv3r,57,51,5.5,102
1503,Driv3r,56,57,4.7,69
1504,DriveClub,71,85,6.1,1571
1505,DriveClub VR,67,34,7.4,110
1506,Driven,38,10,3.4,5
1507,Driver,87,22,8.1,78
1508,Driver: Parallel Lines,69,41,6.9,74
1509,Driver: Parallel Lines,69,31,4.6,17
1510,Driver: Parallel Lines,59,9,6.0,20
1511,Driver: Renegade,48,13,5.0,20
1512,Driver: San Francisco,79,53,7.7,114
1513,Driver: San Francisco,80,63,7.6,130
1514,Driver: San Francisco,80,11,7.0,332
1515,Driver: San Francisco,64,7,6.2,10
1516,Driver '76,57,28,7.9,18
1517,Driver 2,62,14,7.7,92
1518,Driver 2 Advance,73,9,6.6,14
1519,Drome Racers,54,5,6.6,5
1520,Drone Tactics,74,12,7.4,7
1521,Dropship: United Peace Force,78,17,8.6,10
1522,DuckTales: Remastered,76,10,7.9,100
1523,DuckTales: Remastered,75,31,7.4,135
1524,DuckTales: Remastered,66,6,7.6,152
1525,Duel Masters,66,20,8.3,6
1526,Duel Masters: Sempai Legends,69,19,8.0,5
1527,Duke Nukem: Land of the Babes,37,7,6.8,20
1528,Duke Nukem 3D: 20th Anniversary World Tour,77,15,6.9,15
1529,Duke Nukem Forever,49,76,4.4,456
1530,Duke Nukem Forever,51,48,4.9,278
1531,Duke Nukem Forever,54,48,5.7,1183
1532,Dungeon Defenders,81,26,7.3,399
1533,Dungeon Explorer: Warriors of Ancient Arts,56,13,5.5,4
1534,Dungeon Hunter Alliance,49,34,6.4,61
1535,Dungeon Maker: Hunting Ground,70,18,6.4,8
1536,Dungeons,65,35,4.6,106
1537,Dungeons 2,61,9,7.9,14
1538,Dungeon Siege: Throne of Agony,74,32,8.1,21
1539,Dungeon Siege II,80,51,7.9,159
1540,Dungeon Siege III,71,52,6.3,86
1541,Dungeon Siege III,72,55,5.9,102
1542,Dungeon Siege III,72,37,4.7,399
1543,Dungeons - The Dark Lord,72,6,5.6,16
1544,Dying Light,74,58,7.9,1287
1545,Dying Light,74,26,7.8,387
1546,Dying Light,75,40,7.9,1295
1547,Dynasty Tactics,79,14,8.1,31
1548,Dynasty Tactics 2,78,18,9.1,13
1549,Dynasty Warriors,62,26,7.3,24
1550,Dynasty Warriors: Gundam 2,54,22,7.0,28
1551,Dynasty Warriors: Gundam 2,52,8,6.5,8
1552,Dynasty Warriors: Gundam 2,49,30,7.0,18
1553,Dynasty Warriors: Gundam 3,58,18,7.5,20
1554,Dynasty Warriors: Gundam 3,65,27,7.8,20
1555,Dynasty Warriors: Gundam Reborn,64,35,7.5,25
1556,Dynasty Warriors: Strikeforce,65,28,6.8,10
1557,Dynasty Warriors: Strikeforce,64,27,7.3,15
1558,Dynasty Warriors: Strikeforce,59,18,5.7,12
1559,Dynasty Warriors 2,75,17,8.8,24
1560,Dynasty Warriors 3,78,17,9.1,90
1561,Dynasty Warriors 3,70,11,8.9,20
1562,Dynasty Warriors 3: Xtreme Legends,72,16,9.3,54
1563,Dynasty Warriors 4,78,24,9.3,201
1564,Dynasty Warriors 4,75,18,8.8,18
1565,Dynasty Warriors 4: Xtreme Legends,72,15,9.1,39
1566,Dynasty Warriors 4 Empires,71,29,8.8,19
1567,Dynasty Warriors 5,69,29,8.8,68
1568,Dynasty Warriors 5,66,22,8.0,4
1569,Dynasty Warriors 5: Xtreme Legends,57,22,9.1,26
1570,Dynasty Warriors 5 Empires,62,23,9.1,24
1571,Dynasty Warriors 5 Empires,61,40,8.2,19
1572,Dynasty Warriors 6,59,31,7.3,49
1573,Dynasty Warriors 6,60,42,7.4,22
1574,Dynasty Warriors 6,43,7,5.4,14
1575,Dynasty Warriors 6 Empires,62,22,7.0,26
1576,Dynasty Warriors 6 Empires,59,24,7.3,28
1577,Dynasty Warriors 7,57,25,7.4,57
1578,Dynasty Warriors 7,58,22,8.0,46
1579,Dynasty Warriors 7: Empires,63,20,8.0,22
1580,Dynasty Warriors 7: Xtreme Legends,64,11,7.8,9
1581,Dynasty Warriors 8,68,26,8.5,75
1582,Dynasty Warriors 8,65,21,7.5,35
1583,Dynasty Warriors 8: Empires,63,30,7.5,42
1584,Dynasty Warriors 8: Empires,58,10,6.8,15
1585,Dynasty Warriors 8: Empires,70,15,7.4,9
1586,Dynasty Warriors 8: Xtreme Legends,68,4,6.8,9
1587,Dynasty Warriors Gundam,60,29,6.9,16
1588,Dynasty Warriors Gundam,55,34,6.8,20
1589,Dynasty Warriors Next,67,35,7.5,73
1590,Dynasty Warriors Vol. 2,57,28,8.1,8
1591,E.T. The Extra-Terrestrial,46,4,2.4,21
1592,E·O·E: Eve of Extinction,57,28,7.2,6
1593,Eagle Flight,72,31,7.8,22
1594,EA Playground,66,32,7.6,30
1595,EA Playground,60,8,7.6,13
1596,Earth Defense Force: Insect Armageddon,63,28,7.0,24
1597,Earth Defense Force: Insect Armageddon,68,40,8.2,45
1598,Earth Defense Force 2: Invaders from Planet Space,72,20,8.5,22
1599,Earth Defense Force 2017,69,55,7.7,60
1600,Earth Defense Force 2017 Portable,68,36,7.9,31
1601,Earth Defense Force 2025,69,28,7.5,52
1602,Earth Defense Force 2025,68,25,8.1,63
1603,Earth Defense Force 4.1: The Shadow of New Despair,64,40,7.9,51
1604,Earthworm Jim,72,10,5.7,6
1605,Earthworm Jim 2,45,10,5.7,6
1606,EA Sports Active,81,27,8.7,39
1607,EA Sports Active 2,79,8,8.1,22
1608,EA Sports Active 2,78,20,5.4,14
1609,EA Sports Active 2,68,21,5.4,9
1610,EA Sports MMA,77,47,6.9,38
1611,EA Sports MMA,79,63,7.0,55
1612,EA Sports UFC,70,57,6.1,279
1613,EA Sports UFC,70,23,6.3,152
1614,EA Sports UFC 2,79,38,6.2,157
1615,EA Sports UFC 2,76,42,6.0,77
1616,East India Company,67,28,5.7,49
1617,Eat Lead: The Return of Matt Hazard,51,38,6.5,21
1618,Eat Lead: The Return of Matt Hazard,53,53,7.0,27
1619,Ecco the Dolphin: Defender of the Future,71,17,8.5,11
1620,echochrome,79,28,7.7,13
1621,Echo Night Beyond,60,22,8.8,8
1622,ECW Anarchy Rulz,43,7,6.3,4
1623,"Ed, Edd n Eddy: The Mis-Edventures",50,5,7.6,16
1624,"Ed, Edd n Eddy: The Mis-Edventures",55,4,7.9,10
1625,"Ed, Edd n Eddy: The Mis-Edventures",56,6,7.7,6
1626,Egg Mania: Eggstreme Madness,64,7,8.0,4
1627,Elebits,75,46,7.4,33
1628,Elebits: The Adventures of Kai and Zero,75,15,8.3,4
1629,Electroplankton,71,49,7.0,37
1630,Elite Beat Agents,87,51,8.6,105
1631,El Shaddai: Ascension of the Metatron,78,46,7.5,40
1632,El Shaddai: Ascension of the Metatron,75,44,7.0,47
1633,Elven Legacy,71,27,7.1,38
1634,Emergency 2012,61,9,6.2,12
1635,Emergency Heroes,41,12,4.2,15
1636,Emergency Mayhem,40,21,4.3,4
1637,Empire: Total War,90,62,6.9,2981
1638,Empire Earth,81,23,8.2,126
1639,Empire Earth II,79,39,7.1,89
1640,Empire Earth III,50,40,2.8,53
1641,Enchanted Arms,69,54,6.9,60
1642,Enchanted Arms,64,23,5.9,40
1643,Enclave,66,28,8.4,13
1644,Endgame,57,12,6.8,5
1645,Endless Ocean,72,42,8.1,61
1646,Endless Ocean: Blue World,76,42,8.5,26
1647,Enemy Front,43,12,6.0,75
1648,Enemy Front,35,8,5.8,78
1649,Enemy Territory: Quake Wars,84,55,8.3,231
1650,Enemy Territory: Quake Wars,69,54,7.3,26
1651,Enemy Territory: Quake Wars,60,30,6.4,14
1652,Enslaved: Odyssey to the West,80,53,7.4,312
1653,Enslaved: Odyssey to the West,82,72,7.8,295
1654,Enter the Matrix,62,30,8.1,137
1655,Enter the Matrix,65,33,7.1,75
1656,Enter the Matrix,63,23,8.0,45
1657,Enthusia Professional Racing,70,43,7.6,17
1658,Ephemeral Fantasia,48,16,6.3,39
1659,Epic Mickey,73,78,7.0,131
1660,Epic Mickey 2: The Power of Two,59,35,5.5,22
1661,Epic Mickey 2: The Power of Two,59,36,4.3,24
1662,Epic Mickey 2: The Power of Two,57,14,5.6,46
1663,Eragon,63,17,7.6,13
1664,Eragon,48,32,5.7,24
1665,Escape Dead Island,40,25,3.5,51
1666,Escape Dead Island,32,12,3.8,74
1667,Escape from Bug Island,37,13,5.0,25
1668,Escape From Monkey Island,84,21,8.2,11
1669,ESPN: Sports Connection,31,13,2.7,18
1670,ESPN College Hoops,83,14,8.5,8
1671,ESPN College Hoops 2K5,86,14,8.1,10
1672,ESPN College Hoops 2K5,86,18,8.3,11
1673,ESPN NBA 2K5,83,24,7.5,36
1674,ESPN NBA 2K5,85,28,8.7,22
1675,ESPN NBA Basketball,89,18,8.4,38
1676,ESPN NBA Basketball,87,18,8.2,25
1677,ESPN NFL 2K5,90,37,8.2,84
1678,ESPN NFL 2K5,92,42,9.1,93
1679,ESPN NFL Football,91,20,8.5,25
1680,ESPN NFL Football,91,25,8.9,45
1681,ESPN NHL 2K5,86,25,8.1,18
1682,ESPN NHL 2K5,88,32,8.5,14
1683,ESPN NHL Hockey,90,19,7.0,22
1684,ESPN NHL Hockey,88,25,8.4,24
1685,ESPN Winter X Games: Snowboarding 2002,64,14,7.9,8
1686,ESPN X Games Skateboarding,58,15,7.8,14
1687,Eternal Darkness: Sanity's Requiem,92,41,8.7,173
1688,Eternal Poison,65,11,8.2,9
1689,Eternal Ring,62,13,5.3,9
1690,Eternal Sonata,79,56,7.9,97
1691,Eternal Sonata,80,34,7.8,117
1692,Etrian Mystery Dungeon,77,44,7.9,49
1693,Etrian Odyssey,75,30,8.5,37
1694,Etrian Odyssey II: Heroes of Lagaard,82,17,8.9,24
1695,Etrian Odyssey III: The Drowned City,77,23,8.0,21
1696,Etrian Odyssey Untold: The Millennium Girl,80,41,8.2,89
1697,Eureka Seven Vol. 2: The New Vision,40,17,7.0,5
1698,Euro Truck Simulator 2,79,17,8.7,992
1699,EVE: Valkyrie,73,26,6.3,37
1700,EVE Online,69,22,7.5,280
1701,EverBlue 2,59,21,7.5,4
1702,EverGrace,59,12,7.8,4
1703,EverQuest Online Adventures,74,22,8.2,33
1704,EverQuest Online Adventures: Frontiers,77,16,8.5,17
1705,Everybody Dance,66,5,6.8,8
1706,Every Extend Extra,74,45,7.3,9
1707,Evil Dead: Hail to the King,51,8,6.0,7
1708,Evil Dead: Regeneration,68,26,8.5,8
1709,Evil Genius,75,51,8.3,106
1710,Evolution Skateboarding,44,14,6.7,9
1711,Evolution Worlds,63,20,8.0,10
1712,Evolve,76,46,4.3,894
1713,Evolve,74,31,5.1,336
1714,Evolve,77,39,4.3,969
1715,ExciteBots: Trick Racing,77,29,8.6,26
1716,Excite Truck,72,57,8.4,83
1717,ExerBeat,60,9,7.6,5
1718,Exist Archive: The Other Side of the Sky,71,8,8.3,12
1719,Exist Archive: The Other Side of the Sky,69,13,7.9,16
1720,Exit,77,36,7.7,13
1721,Exit DS,64,25,6.7,6
1722,Extermination,67,19,7.8,19
1723,EyePet,70,35,8.2,20
1724,EyeToy: AntiGrav,71,38,7.8,5
1725,EyeToy: Groove,73,34,8.0,5
1726,EyeToy: Kinetic,78,32,8.3,11
1727,EyeToy Play,80,32,7.5,22
1728,EyeToy Play 2,78,30,7.0,9
1729,F.E.A.R.,85,44,7.3,131
1730,F.E.A.R.,72,31,7.4,64
1731,F.E.A.R. 2: Project Origin,77,68,8.0,114
1732,F.E.A.R. 2: Project Origin,79,48,7.9,98
1733,F.E.A.R. 2: Project Origin,79,49,7.8,520
1734,F.E.A.R. 3,74,48,7.1,103
1735,F.E.A.R. 3,75,71,7.0,139
1736,F.E.A.R. 3,74,34,5.9,420
1737,F.E.A.R. Files,66,43,7.1,16
1738,F.E.A.R. Perseus Mandate,61,27,7.3,106
1739,F1 2001,83,13,8.3,9
1740,F1 2001,83,11,5.5,8
1741,F1 2002,81,11,6.4,10
1742,F1 2002,72,7,7.8,4
1743,F1 2009,69,29,7.2,30
1744,F1 2009,68,23,7.2,14
1745,F1 2010,84,46,7.8,83
1746,F1 2010,84,43,7.5,65
1747,F1 2010,84,15,6.6,99
1748,F1 2011,82,36,7.1,55
1749,F1 2011,84,61,7.1,54
1750,F1 2011,83,10,7.2,83
1751,F1 2011,59,15,6.8,13
1752,F1 2011,66,27,6.2,25
1753,F1 2012,81,23,7.5,54
1754,F1 2012,84,42,6.9,56
1755,F1 2012,80,15,6.9,115
1756,F1 2013,77,22,6.3,40
1757,F1 2013,79,29,6.6,33
1758,F1 2014,62,19,4.1,28
1759,F1 2014,64,14,4.1,20
1760,F1 2014,61,20,4.8,65
1761,F1 2015,65,46,6.3,43
1762,F1 2015,64,13,5.3,22
1763,F1 2015,61,13,3.6,63
1764,F1 Career Challenge,70,15,7.7,15
1765,F1 Race Stars,61,27,5.6,34
1766,F1 Race Stars,64,33,5.7,22
1767,F1 Race Stars,62,8,5.4,46
1768,Fable,85,87,8.5,268
1769,Fable: The Journey,61,70,4.8,80
1770,Fable: The Lost Chapters,83,54,8.7,489
1771,Fable II,89,95,6.5,2423
1772,Fable III,80,88,6.5,604
1773,Fable III,75,39,5.4,555
1774,FaceBreaker,54,57,6.3,19
1775,FaceBreaker,53,37,3.8,20
1776,FaceBreaker K.O. Party,61,15,5.6,7
1777,Fairy Fencer F,65,31,7.4,50
1778,Fairy Fencer F: Advent Dark Force,71,21,6.2,34
1779,Fairytale Fights,51,47,6.2,12
1780,Fairytale Fights,53,34,6.0,22
1781,Falcon 4.0: Allied Force,90,7,8.6,37
1782,Fallout: Brotherhood of Steel,64,31,4.1,51
1783,Fallout: Brotherhood of Steel,66,33,5.5,23
1784,Fallout: New Vegas,84,81,8.1,769
1785,Fallout: New Vegas,82,57,7.8,492
1786,Fallout: New Vegas,84,39,8.6,2754
1787,Fallout 3,93,84,8.5,1655
1788,Fallout 3,90,57,8.0,910
1789,Fallout 3,91,48,7.9,3450
1790,Fallout 4,87,58,6.5,4228
1791,Fallout 4,88,39,6.2,1749
1792,Fallout 4,84,38,5.4,7512
1793,Family Feud: 2012 Edition,47,4,5.3,6
1794,Family Guy,51,14,6.3,15
1795,Family Guy: Back to the Multiverse,40,9,6.4,31
1796,Family Guy: Back to the Multiverse,39,28,5.0,51
1797,Family Party: 30 Great Games,42,10,1.0,7
1798,Fantasia: Music Evolved,77,48,7.5,67
1799,Fantastic 4,64,42,7.8,19
1800,Fantastic 4,62,46,6.6,8
1801,Fantastic 4,61,32,4.0,6
1802,Fantastic Four: Rise of the Silver Surfer,36,7,6.4,17
1803,Fantastic Four: Rise of the Silver Surfer,47,26,6.2,10
1804,Fantastic Four: Rise of the Silver Surfer,45,30,5.4,16
1805,Fantastic Four: Rise of the Silver Surfer,39,16,5.9,15
1806,Fantastic Four: Rise of the Silver Surfer,35,8,4.8,13
1807,Fantastic Pets,66,11,7.5,4
1808,Fantasy Life,73,51,8.6,209
1809,Fantavision,72,18,6.3,9
1810,Far Cry,89,72,8.1,724
1811,Far Cry: Primal,76,91,6.3,635
1812,Far Cry: Primal,77,27,6.4,194
1813,Far Cry: Primal,74,18,4.8,368
1814,Far Cry 2,85,75,6.7,288
1815,Far Cry 2,85,49,6.4,241
1816,Far Cry 2,85,34,5.8,1345
1817,Far Cry 3,90,32,8.5,1041
1818,Far Cry 3,91,39,8.6,1247
1819,Far Cry 3,88,43,8.2,3183
1820,Far Cry 4,85,83,7.7,1653
1821,Far Cry 4,82,15,7.5,383
1822,Far Cry 4,80,17,6.7,1064
1823,Far Cry Instincts,85,56,5.7,73
1824,Far Cry Instincts Evolution,78,15,6.3,32
1825,Far Cry Instincts Predator,78,46,6.2,80
1826,Far Cry Vengeance,38,23,5.3,53
1827,Farming Simulator 17,64,5,8.0,20
1828,Farming Simulator 17,69,17,8.7,12
1829,Farming Simulator 2013,65,12,7.5,111
1830,Farming Simulator 2013,33,12,6.2,30
1831,Farming Simulator 2013,40,17,2.9,9
1832,Fast Racing Neo,81,46,8.5,151
1833,Fatal Frame,74,22,8.9,72
1834,Fatal Frame,77,17,8.6,16
1835,Fatal Frame: Maiden of Black Water,67,58,7.6,226
1836,Fatal Frame II: Crimson Butterfly,81,40,9.2,100
1837,Fatal Frame II: Crimson Butterfly Director's Cut,84,37,8.3,16
1838,Fatal Frame III: The Tormented,78,46,8.9,58
1839,Fatal Fury: Battle Archives Volume 1,68,22,8.3,4
1840,Fatal Inertia,61,30,4.2,19
1841,Fate/Extra,58,10,8.1,39
1842,Fat Princess: Fistful of Cake,74,33,8.7,25
1843,Fear Effect 2: Retro Helix,84,15,8.9,17
1844,Fear Factor: Unleashed,30,15,3.0,4
1845,Feel the Magic XY/XX,75,55,8.1,18
1846,Ferrari Challenge Trofeo Pirelli,71,37,6.2,26
1847,Ferrari F355 Challenge,70,14,4.4,5
1848,Field Commander,77,53,7.8,31
1849,FIFA 06: Road to FIFA World Cup,62,39,6.0,34
1850,FIFA 14,86,37,4.3,576
1851,FIFA 14,84,41,4.2,435
1852,FIFA 14,87,26,6.3,616
1853,FIFA 14,88,22,5.8,328
1854,FIFA 14,87,6,4.6,441
1855,FIFA 15,82,47,5.7,988
1856,FIFA 15,82,33,5.4,347
1857,FIFA 15,82,9,4.2,383
1858,FIFA 16,82,42,4.3,896
1859,FIFA 16,84,45,4.4,459
1860,FIFA 16,81,10,4.4,296
1861,FIFA 17,85,41,5.0,398
1862,FIFA 17,84,50,5.5,201
1863,FIFA 17,84,12,4.2,160
1864,FIFA 2001 Major League Soccer,85,10,7.8,5
1865,FIFA Manager 12,72,11,3.9,24
1866,FIFA Soccer,73,23,7.7,22
1867,FIFA Soccer,79,45,7.2,79
1868,FIFA Soccer 06,80,32,7.8,47
1869,FIFA Soccer 06,80,39,7.5,22
1870,FIFA Soccer 06,77,17,7.7,20
1871,FIFA Soccer 08,83,12,6.5,36
1872,FIFA Soccer 08,81,28,7.1,47
1873,FIFA Soccer 08,79,7,7.4,15
1874,FIFA Soccer 08,82,43,7.9,57
1875,FIFA Soccer 08,65,13,6.1,26
1876,FIFA Soccer 08,77,7,6.1,50
1877,FIFA Soccer 09,87,42,7.5,108
1878,FIFA Soccer 09,82,8,6.9,20
1879,FIFA Soccer 09,87,51,8.0,106
1880,FIFA Soccer 09,84,8,8.9,21
1881,FIFA Soccer 09,84,5,6.1,31
1882,FIFA Soccer 09,77,15,6.8,36
1883,FIFA Soccer 09 All-Play,80,18,8.4,22
1884,FIFA Soccer 10,91,56,7.6,203
1885,FIFA Soccer 10,90,63,7.5,133
1886,FIFA Soccer 10,83,9,7.9,14
1887,FIFA Soccer 10,75,21,6.2,17
1888,FIFA Soccer 10,72,14,3.8,59
1889,FIFA Soccer 11,89,51,8.0,233
1890,FIFA Soccer 11,88,66,7.5,155
1891,FIFA Soccer 11,68,6,5.4,9
1892,FIFA Soccer 11,73,17,7.3,8
1893,FIFA Soccer 11,83,16,7.7,102
1894,FIFA Soccer 13,88,37,6.6,348
1895,FIFA Soccer 13,90,48,6.1,403
1896,FIFA Soccer 13,69,28,6.2,49
1897,FIFA Soccer 13,57,9,4.1,89
1898,FIFA Soccer 13,86,7,6.6,286
1899,FIFA Soccer 13,68,4,3.7,16
1900,FIFA Soccer 2002,82,17,5.8,28
1901,FIFA Soccer 2002,81,13,8.0,9
1902,FIFA Soccer 2002,81,8,6.4,5
1903,FIFA Soccer 2003,88,15,6.7,35
1904,FIFA Soccer 2003,88,11,7.7,11
1905,FIFA Soccer 2003,86,12,7.8,10
1906,FIFA Soccer 2004,82,20,8.2,23
1907,FIFA Soccer 2004,83,17,6.2,12
1908,FIFA Soccer 2004,82,4,7.9,9
1909,FIFA Soccer 2005,81,27,7.6,56
1910,FIFA Soccer 2005,81,34,8.7,23
1911,FIFA Soccer 2005,78,22,8.5,6
1912,FIFA Soccer 2005,75,4,7.8,5
1913,FIFA Street,59,29,7.9,52
1914,FIFA Street,60,21,8.0,9
1915,FIFA Street,76,36,6.4,66
1916,FIFA Street,77,47,6.7,58
1917,FIFA Street 2,59,27,7.7,42
1918,FIFA Street 2,58,6,6.9,17
1919,FIFA Street 2,63,16,5.7,7
1920,FIFA Street 2,63,30,7.1,9
1921,FIFA Street 2,43,5,7.5,4
1922,FIFA Street 3,63,37,6.9,19
1923,FIFA Street 3,63,48,6.9,18
1924,FIFA World Cup Germany 2006,77,28,8.1,33
1925,FIFA World Cup Germany 2006,72,49,6.6,33
1926,FIFA World Cup Germany 2006,77,22,8.4,9
1927,FIFA World Cup Germany 2006,76,17,6.2,5
1928,FIFA World Cup Germany 2006,72,15,7.3,8
1929,FIFA World Cup Germany 2006,71,7,7.2,6
1930,FIFA World Cup Germany 2006,57,4,6.9,7
1931,Fight Club,36,28,4.4,22
1932,Fight Club,37,29,4.7,13
1933,Fighter Maker 2,58,11,7.8,5
1934,Fighters Uncaged,32,38,4.6,23
1935,Fighter Within,23,39,3.0,211
1936,Fighting Fantasy: The Warlock of Firetop Mountain,45,10,8.1,31
1937,Fight Night 2004,85,43,9.0,25
1938,Fight Night 2004,85,47,8.7,20
1939,Fight Night Champion,84,52,7.3,95
1940,Fight Night Champion,86,59,7.4,105
1941,Fight Night Round 2,88,37,9.0,37
1942,Fight Night Round 2,88,48,8.8,27
1943,Fight Night Round 2,87,32,7.9,7
1944,Fight Night Round 3,83,37,7.9,24
1945,Fight Night Round 3,84,32,8.1,41
1946,Fight Night Round 3,86,67,8.8,264
1947,Fight Night Round 3,74,22,8.1,22
1948,Fight Night Round 3,83,32,9.0,21
1949,Fight Night Round 4,88,46,7.6,95
1950,Fight Night Round 4,87,76,8.1,86
1951,Final Fantasy: Crystal Chronicles,80,55,8.1,94
1952,Final Fantasy: The 4 Heroes of Light,71,49,7.1,38
1953,Final Fantasy Anniversary Edition,67,34,7.7,47
1954,Final Fantasy Anthology,80,14,8.1,28
1955,Final Fantasy Chronicles,89,15,9.1,37
1956,Final Fantasy Crystal Chronicles: Echoes of Time,75,37,7.3,21
1957,Final Fantasy Crystal Chronicles: Echoes of Time,64,29,5.6,11
1958,Final Fantasy Crystal Chronicles: Ring of Fates,77,41,7.2,25
1959,Final Fantasy Crystal Chronicles: The Crystal Bearers,66,53,7.6,70
1960,Final Fantasy Explorers,69,57,7.0,87
1961,Final Fantasy Fables: Chocobo's Dungeon,76,34,8.0,20
1962,Final Fantasy Fables: Chocobo Tales,75,42,7.4,28
1963,Final Fantasy II Anniversary Edition,63,31,7.1,24
1964,Final Fantasy III,77,45,7.1,136
1965,Final Fantasy IV,85,52,7.7,164
1966,Final Fantasy IV: The Complete Collection,77,41,7.5,80
1967,Final Fantasy IV Advance,85,30,7.3,70
1968,Final Fantasy IX,94,22,8.9,779
1969,Final Fantasy Tactics,83,12,8.2,190
1970,Final Fantasy Tactics: The War of the Lions,88,41,8.0,238
1971,Final Fantasy Tactics A2: Grimoire of the Rift,80,47,6.9,106
1972,Final Fantasy Tactics Advance,87,44,7.8,212
1973,Final Fantasy V Advance,83,25,7.2,75
1974,Final Fantasy VI Advance,92,25,8.4,190
1975,Final Fantasy VII,92,20,9.2,1282
1976,Final Fantasy VIII,90,24,8.6,644
1977,Final Fantasy X,92,53,8.7,1056
1978,Final Fantasy X / X-2 HD Remaster,85,50,8.5,332
1979,Final Fantasy X / X-2 HD Remaster,86,14,8.5,223
1980,Final Fantasy X-2,85,45,6.6,400
1981,Final Fantasy XI,66,25,6.5,33
